Source,Target,Weight,edges_1,edges_2,edges_3,edges_4,edges_5,edges_6,edges_7
47,44,5,3,0,2,0,0,0,0
43,0,510,18,75,44,116,156,44,57
22,44,102,5,0,4,18,6,34,35
22,48,19,4,1,0,12,2,0,0
22,41,38,5,6,0,27,0,0,0
22,42,57,4,12,1,21,6,0,13
22,43,24,5,4,2,5,5,0,3
22,49,4,4,0,0,0,0,0,0
23,49,4,2,2,0,0,0,0,0
2,44,14,1,5,0,0,6,0,2
3,44,610,105,69,128,111,88,61,48
44,1,296,32,19,6,24,69,22,124
44,4,68,5,17,26,9,11,0,0
7,44,31,3,18,0,6,4,0,0
10,44,462,34,36,27,81,95,78,111
50,0,44,6,0,0,0,0,0,38
10,5,9,5,0,0,0,0,0,4
10,50,49,2,0,0,0,0,0,47
43,44,227,2,23,7,58,80,29,28
8,43,18,2,0,4,0,8,0,4
9,49,48,2,0,37,5,0,1,3
49,44,211,18,1,171,2,2,0,17
0,51,5339,307,321,672,906,1229,760,1144
51,44,3136,135,243,405,485,624,500,744
10,52,14,2,2,0,5,1,4,0
10,45,36,3,0,0,9,15,3,6
23,52,3,3,0,0,0,0,0,0
9,18,113,5,8,3,15,39,20,23
49,1,96,3,0,22,67,0,3,1
0,49,363,11,3,176,112,20,0,41
48,44,33,15,0,0,15,0,0,3
48,29,5,5,0,0,0,0,0,0
48,9,38,10,7,0,18,0,3,0
23,28,1,1,0,0,0,0,0,0
28,1,13,2,0,0,0,0,0,11
53,0,255,21,43,31,24,53,37,46
53,54,63,6,24,6,6,1,15,5
53,55,187,18,24,30,13,27,23,52
0,55,1411,137,241,221,86,226,368,132
3,55,140,35,13,45,13,30,4,0
53,44,149,9,31,30,30,25,8,16
54,55,126,13,7,23,16,24,26,17
55,44,497,75,111,100,75,19,83,34
9,55,229,19,55,22,21,29,77,6
54,49,5,5,0,0,0,0,0,0
55,49,21,7,0,14,0,0,0,0
51,49,110,5,0,82,7,3,0,13
55,1,91,3,12,6,1,10,24,35
23,44,127,3,16,19,20,28,21,20
3,45,35,17,2,9,0,7,0,0
12,11,60,2,16,27,2,5,4,4
12,4,13,7,0,4,0,0,0,2
12,7,10,4,0,0,2,1,0,3
28,4,5,2,1,0,0,0,2,0
28,12,1,1,0,0,0,0,0,0
45,44,222,55,18,40,19,58,18,14
12,44,211,12,47,48,34,35,24,11
42,12,29,3,0,8,7,7,0,4
37,12,6,1,0,0,3,0,1,1
37,52,21,4,1,5,4,4,3,0
52,36,25,5,0,3,10,5,0,2
9,36,21,3,12,0,0,2,4,0
0,52,121,6,7,28,19,13,10,38
52,44,37,2,0,13,11,7,0,4
12,45,28,1,4,2,3,8,10,0
41,36,10,1,9,0,0,0,0,0
36,56,19,2,1,0,0,16,0,0
0,56,1303,21,116,104,274,473,179,136
10,33,19,17,0,0,0,0,1,1
52,11,8,3,0,4,1,0,0,0
0,41,345,31,55,73,85,65,19,17
9,57,9,2,0,0,3,4,0,0
44,58,73,6,6,0,15,37,7,2
36,59,41,6,7,11,3,5,0,9
0,59,150,15,16,30,29,27,19,14
55,36,120,10,25,27,21,21,16,0
55,58,17,4,1,7,0,5,0,0
57,58,3,1,0,0,2,0,0,0
41,33,3,3,0,0,0,0,0,0
0,60,2133,186,146,300,342,481,457,221
10,56,143,2,18,4,18,61,21,19
45,41,2,1,0,1,0,0,0,0
33,36,3,3,0,0,0,0,0,0
36,60,48,10,6,2,5,7,7,11
61,33,1,1,0,0,0,0,0,0
61,56,2,1,0,0,0,1,0,0
0,61,64,14,25,3,8,11,3,0
63,64,1,1,0,0,0,0,0,0
51,12,123,11,17,31,21,14,23,6
51,33,12,10,0,0,0,2,0,0
58,60,8,1,1,2,0,1,3,0
33,60,30,28,0,0,0,0,2,0
33,58,2,2,0,0,0,0,0,0
33,56,4,4,0,0,0,0,0,0
39,44,95,3,17,23,33,16,1,2
64,60,33,8,8,0,5,0,9,3
53,60,15,9,0,0,0,0,6,0
54,60,20,11,0,4,0,3,2,0
53,3,16,5,0,5,6,0,0,0
54,0,214,21,39,32,19,42,24,37
60,4,18,5,4,3,0,6,0,0
51,4,47,14,5,6,4,15,3,0
9,60,249,38,6,42,41,36,62,24
51,58,51,8,1,13,8,14,6,1
9,58,16,10,0,6,0,0,0,0
11,60,373,1,5,93,68,133,33,40
55,11,67,3,9,22,4,13,6,10
55,45,120,46,8,12,7,32,15,0
45,60,84,11,12,27,8,13,7,6
45,58,25,5,3,1,4,12,0,0
42,60,25,3,4,0,0,18,0,0
43,60,18,4,0,5,0,5,0,4
3,60,91,5,8,2,16,12,44,4
42,3,22,3,0,0,1,7,2,9
8,11,20,1,2,5,2,8,0,2
8,65,17,2,0,0,0,15,0,0
8,44,125,8,20,26,12,27,12,20
44,56,527,16,67,58,124,148,56,58
65,0,148,28,56,14,19,5,13,13
65,61,5,5,0,0,0,0,0,0
65,3,115,14,23,6,24,22,25,1
65,60,15,4,0,0,7,0,4,0
65,44,44,6,25,0,0,1,5,7
29,44,49,4,0,6,10,15,8,6
28,44,27,12,0,0,0,0,0,15
28,29,5,5,0,0,0,0,0,0
28,3,12,10,0,0,0,0,0,2
55,60,230,20,24,42,14,22,87,21
2,55,3,3,0,0,0,0,0,0
48,66,2,2,0,0,0,0,0,0
66,0,35,2,0,18,2,8,5,0
66,44,5,3,0,0,0,0,0,2
67,66,16,7,0,1,2,0,0,6
51,45,261,39,26,31,32,117,1,15
3,51,620,44,38,155,100,219,42,22
51,55,380,33,42,40,67,69,91,38
55,12,53,13,11,7,8,8,6,0
42,59,14,2,0,0,0,12,0,0
47,59,5,3,0,2,0,0,0,0
0,68,74,18,13,25,0,18,0,0
51,68,2,2,0,0,0,0,0,0
68,44,11,2,0,6,0,3,0,0
68,55,6,3,0,0,0,3,0,0
68,45,4,4,0,0,0,0,0,0
68,59,8,2,6,0,0,0,0,0
55,69,35,4,0,9,6,0,16,0
55,59,50,8,1,13,9,12,3,4
44,18,327,9,4,34,87,99,48,46
64,3,17,9,2,0,4,0,2,0
3,21,23,13,3,6,0,0,1,0
64,21,11,11,0,0,0,0,0,0
12,21,15,9,0,6,0,0,0,0
64,0,120,27,8,19,14,29,9,14
64,12,29,11,4,4,0,5,3,2
0,21,262,76,25,108,17,18,4,14
10,21,16,2,3,4,0,7,0,0
10,36,64,19,3,3,6,15,10,8
12,36,33,9,9,3,0,3,0,9
9,21,42,7,11,10,5,6,3,0
42,21,46,9,10,27,0,0,0,0
47,21,16,7,4,5,0,0,0,0
48,21,2,2,0,0,0,0,0,0
48,70,1,1,0,0,0,0,0,0
42,70,15,1,0,0,3,8,0,3
43,70,8,2,0,0,3,3,0,0
42,55,37,2,8,7,3,8,9,0
53,42,3,3,0,0,0,0,0,0
42,54,9,6,0,0,1,0,0,2
54,44,107,4,21,33,29,10,0,10
67,0,166,9,7,2,21,33,54,40
0,58,224,14,14,12,26,103,48,7
55,61,5,2,3,0,0,0,0,0
9,51,739,39,46,97,120,205,119,113
44,36,131,5,59,14,23,23,7,0
9,12,73,6,9,12,14,18,13,1
61,44,11,5,6,0,0,0,0,0
13,45,3,2,0,0,0,1,0,0
9,45,79,18,1,13,10,17,7,13
33,44,17,13,0,0,0,4,0,0
45,61,2,2,0,0,0,0,0,0
8,45,14,4,0,1,7,0,0,2
28,51,17,3,4,0,0,4,0,6
55,56,110,17,10,19,25,20,13,6
64,56,3,3,0,0,0,0,0,0
64,44,37,7,8,6,9,3,1,3
21,11,15,2,0,11,1,0,1,0
64,45,11,2,0,0,5,0,4,0
64,51,61,21,6,17,10,2,0,5
51,71,4,3,0,0,0,1,0,0
51,11,467,21,5,148,68,151,24,50
10,41,34,3,2,16,1,12,0,0
8,41,14,5,0,8,0,0,0,1
8,60,29,8,0,2,3,10,3,3
44,60,409,61,60,57,85,47,75,24
12,60,92,4,17,8,15,12,19,17
12,33,8,8,0,0,0,0,0,0
51,60,420,42,34,66,55,66,109,48
21,36,40,8,14,18,0,0,0,0
10,51,441,25,11,48,90,81,77,109
10,60,560,50,8,47,99,45,170,141
67,44,82,2,0,0,15,13,36,16
43,21,21,6,6,6,0,3,0,0
70,56,2,1,0,1,0,0,0,0
12,56,55,2,10,3,1,14,22,3
72,12,6,1,0,0,0,5,0,0
12,59,3,2,0,0,0,0,0,1
72,21,4,3,0,1,0,0,0,0
42,47,7,2,1,2,1,1,0,0
42,72,2,2,0,0,0,0,0,0
51,59,32,1,1,7,6,13,4,0
3,59,24,5,0,0,16,2,1,0
0,70,51,5,8,0,17,8,6,7
67,3,7,2,0,0,0,5,0,0
3,46,12,3,0,0,0,2,0,7
67,12,3,3,0,0,0,0,0,0
46,36,17,1,5,10,0,1,0,0
46,59,13,2,0,5,0,6,0,0
3,58,15,3,1,0,5,6,0,0
9,5,7,7,0,0,0,0,0,0
60,56,64,9,2,7,2,32,12,0
54,3,16,4,0,3,7,2,0,0
44,24,66,3,3,15,13,17,15,0
5,3,10,10,0,0,0,0,0,0
5,60,4,4,0,0,0,0,0,0
5,44,21,21,0,0,0,0,0,0
5,51,7,7,0,0,0,0,0,0
42,56,188,7,16,7,57,72,15,14
43,41,42,4,17,6,0,8,5,2
42,41,65,6,10,14,18,7,0,10
42,4,17,3,2,0,12,0,0,0
10,64,9,1,0,5,0,0,2,1
12,41,10,4,0,3,3,0,0,0
5,11,1,1,0,0,0,0,0,0
37,21,11,8,0,3,0,0,0,0
5,50,2,2,0,0,0,0,0,0
10,28,8,1,0,0,0,3,4,0
28,60,3,2,0,0,0,0,0,1
5,28,3,3,0,0,0,0,0,0
44,59,55,8,5,5,3,30,4,0
51,36,104,4,47,24,16,8,5,0
21,44,33,3,9,12,3,2,2,2
45,21,7,3,0,3,0,0,1,0
21,60,7,4,3,0,0,0,0,0
37,55,18,12,0,0,0,1,5,0
53,47,5,5,0,0,0,0,0,0
53,45,22,5,0,5,0,10,2,0
54,45,13,6,0,7,0,0,0,0
51,56,303,16,29,24,86,77,30,41
0,71,10,2,0,0,3,5,0,0
45,33,7,7,0,0,0,0,0,0
43,36,19,2,6,0,5,6,0,0
5,24,1,1,0,0,0,0,0,0
48,0,50,15,1,0,32,0,0,2
51,24,94,6,0,13,26,36,11,2
51,18,244,10,0,13,61,104,18,38
60,18,66,7,2,10,17,17,10,3
39,51,74,12,3,5,37,16,0,1
3,6,16,12,0,0,0,4,0,0
6,44,18,12,0,0,0,4,0,2
0,6,31,26,0,0,0,5,0,0
48,39,6,2,0,0,4,0,0,0
55,27,8,1,0,0,2,2,3,0
27,44,31,5,0,3,18,0,4,1
51,6,14,9,0,0,0,3,0,2
13,44,50,2,23,9,1,7,8,0
13,55,12,3,5,0,0,0,4,0
48,13,10,4,0,0,6,0,0,0
48,55,2,2,0,0,0,0,0,0
65,6,4,4,0,0,0,0,0,0
48,3,15,2,0,0,11,0,0,2
48,6,7,7,0,0,0,0,0,0
12,6,2,2,0,0,0,0,0,0
55,24,72,11,6,46,3,2,4,0
65,55,5,5,0,0,0,0,0,0
65,24,22,3,0,1,0,5,11,2
65,51,28,8,3,0,2,9,4,2
65,11,9,4,3,2,0,0,0,0
0,73,11,11,0,0,0,0,0,0
3,73,15,15,0,0,0,0,0,0
51,73,15,9,0,0,0,6,0,0
73,24,5,5,0,0,0,0,0,0
73,18,8,8,0,0,0,0,0,0
18,24,42,9,0,0,12,13,8,0
73,11,5,5,0,0,0,0,0,0
74,3,5,3,0,0,0,2,0,0
74,24,26,4,0,0,0,7,0,15
74,73,8,8,0,0,0,0,0,0
75,0,61,17,0,0,0,40,0,4
74,0,12,9,0,0,0,2,0,1
74,75,25,14,0,0,0,11,0,0
75,73,5,5,0,0,0,0,0,0
75,3,52,8,0,0,0,44,0,0
51,1,253,7,12,1,11,66,29,127
75,60,7,7,0,0,0,0,0,0
74,44,8,8,0,0,0,0,0,0
74,1,10,10,0,0,0,0,0,0
74,10,10,7,0,0,0,3,0,0
60,1,197,2,0,0,12,35,65,83
63,0,31,1,3,0,9,18,0,0
63,51,18,2,3,0,7,6,0,0
70,44,11,2,0,0,1,8,0,0
10,75,18,7,0,0,0,8,3,0
74,60,5,5,0,0,0,0,0,0
46,44,14,1,0,0,0,7,0,6
51,62,21,5,3,0,5,3,5,0
21,62,2,2,0,0,0,0,0,0
44,62,28,4,12,2,4,0,6,0
51,21,35,5,0,12,8,6,0,4
0,62,69,1,15,0,7,10,19,17
33,62,3,3,0,0,0,0,0,0
60,62,14,4,0,0,0,0,10,0
39,60,2,2,0,0,0,0,0,0
39,1,13,3,0,7,3,0,0,0
33,1,20,13,0,0,0,4,3,0
28,33,2,2,0,0,0,0,0,0
0,76,24,1,3,4,5,0,11,0
10,42,51,2,3,0,15,20,4,7
10,47,4,3,0,0,1,0,0,0
42,13,7,2,0,4,0,0,1,0
51,13,30,1,7,13,7,2,0,0
27,1,39,1,0,0,13,2,20,3
55,33,1,1,0,0,0,0,0,0
10,55,133,2,10,9,9,13,80,10
9,13,9,1,1,3,0,0,4,0
0,13,170,2,38,57,29,12,32,0
36,1,36,4,15,0,8,0,7,2
13,36,5,5,0,0,0,0,0,0
13,24,13,5,0,0,8,0,0,0
51,41,65,2,3,16,33,5,0,6
10,37,3,2,0,0,1,0,0,0
54,51,48,3,12,14,12,4,1,2
40,56,167,1,18,5,22,52,35,34
4,56,91,1,0,0,67,19,0,4
7,56,35,4,0,0,22,3,0,6
77,0,681,0,264,0,236,100,53,28
0,78,315,0,293,0,0,22,0,0
30,78,2,0,2,0,0,0,0,0
79,78,3,0,3,0,0,0,0,0
30,36,2,0,2,0,0,0,0,0
30,77,3,0,3,0,0,0,0,0
0,25,18,0,1,0,0,0,4,13
80,7,17,0,17,0,0,0,0,0
0,80,13,0,13,0,0,0,0,0
80,4,7,0,7,0,0,0,0,0
77,39,6,0,3,0,0,3,0,0
77,9,53,0,25,0,12,0,0,16
77,7,19,0,14,0,5,0,0,0
77,4,16,0,9,0,7,0,0,0
77,51,94,0,24,0,53,11,4,2
77,44,94,0,35,0,37,0,9,13
8,77,22,0,22,0,0,0,0,0
77,1,31,0,24,0,0,0,0,7
77,10,89,0,11,0,64,12,0,2
77,2,5,0,5,0,0,0,0,0
9,42,148,0,17,10,31,83,2,5
42,7,14,0,3,0,8,0,0,3
43,4,38,0,9,0,29,0,0,0
2,39,6,0,4,0,2,0,0,0
77,43,3,0,3,0,0,0,0,0
77,42,1,0,1,0,0,0,0,0
0,81,91,0,20,1,6,25,0,39
43,1,10,0,2,2,0,3,3,0
42,81,3,0,3,0,0,0,0,0
77,82,2,0,2,0,0,0,0,0
82,44,13,0,10,0,3,0,0,0
23,82,1,0,1,0,0,0,0,0
82,41,4,0,4,0,0,0,0,0
23,42,45,0,5,0,7,10,17,6
23,41,37,0,7,3,8,14,5,0
23,43,38,0,5,5,6,14,0,8
23,18,15,0,2,0,0,5,0,8
43,56,122,0,18,2,39,27,14,22
22,56,115,0,5,0,45,11,29,25
83,9,17,0,10,0,0,7,0,0
83,44,11,0,6,0,0,5,0,0
40,44,328,0,39,10,16,71,150,42
40,18,56,0,3,4,10,13,15,11
78,44,140,0,121,0,4,15,0,0
78,56,19,0,15,0,0,4,0,0
43,78,3,0,3,0,0,0,0,0
9,56,151,0,9,8,30,40,37,27
42,78,10,0,10,0,0,0,0,0
84,56,22,0,1,0,0,21,0,0
23,84,2,0,2,0,0,0,0,0
84,42,22,0,3,0,0,19,0,0
85,56,62,0,6,0,3,37,8,8
83,56,84,0,8,10,13,37,14,2
86,56,29,0,1,0,12,16,0,0
40,78,18,0,13,0,0,5,0,0
82,0,37,0,5,21,11,0,0,0
82,51,6,0,4,2,0,0,0,0
43,51,163,0,5,12,15,84,24,23
48,23,14,0,2,0,12,0,0,0
48,43,5,0,3,0,0,2,0,0
22,78,3,0,3,0,0,0,0,0
23,40,29,0,8,0,1,9,7,4
43,28,4,0,4,0,0,0,0,0
28,7,2,0,2,0,0,0,0,0
28,56,13,0,3,5,5,0,0,0
83,0,104,0,12,12,12,39,11,18
43,85,7,0,5,0,0,0,2,0
0,85,41,0,9,0,5,15,10,2
2,56,34,0,2,0,31,1,0,0
87,1,20,0,2,0,0,0,15,3
87,55,64,0,36,0,0,0,28,0
86,55,7,0,5,0,2,0,0,0
86,87,2,0,2,0,0,0,0,0
87,9,21,0,3,0,0,0,18,0
87,0,63,0,3,0,0,0,56,4
87,11,5,0,1,0,0,0,4,0
77,24,8,0,5,0,3,0,0,0
85,44,16,0,8,0,0,5,0,3
3,85,2,0,2,0,0,0,0,0
42,85,16,0,3,0,0,13,0,0
40,3,32,0,2,1,0,12,5,12
3,56,51,0,11,3,8,4,14,11
87,44,25,0,1,0,0,0,24,0
87,51,24,0,2,0,0,0,22,0
87,28,3,0,3,0,0,0,0,0
87,81,8,0,5,0,0,0,3,0
87,56,17,0,13,0,0,0,4,0
28,81,5,0,5,0,0,0,0,0
83,55,11,0,9,0,2,0,0,0
81,56,18,0,8,0,3,3,4,0
9,81,18,0,9,0,0,4,3,2
51,85,13,0,5,0,0,8,0,0
41,56,132,0,15,20,42,19,21,15
88,51,13,0,2,0,0,11,0,0
51,70,8,0,2,0,0,5,0,1
51,78,46,0,43,0,0,3,0,0
9,78,32,0,31,0,0,1,0,0
81,55,66,0,36,5,4,3,3,15
40,81,11,0,9,0,0,2,0,0
40,55,33,0,11,0,0,0,17,5
23,56,21,0,2,2,4,5,0,8
47,56,4,0,4,0,0,0,0,0
83,3,3,0,3,0,0,0,0,0
78,29,1,0,1,0,0,0,0,0
39,21,1,0,1,0,0,0,0,0
40,11,40,0,4,0,2,33,1,0
11,56,185,0,3,32,15,129,1,5
10,78,35,0,35,0,0,0,0,0
29,60,14,0,3,4,0,3,0,4
78,45,18,0,18,0,0,0,0,0
82,45,8,0,8,0,0,0,0,0
78,62,10,0,10,0,0,0,0,0
78,7,1,0,1,0,0,0,0,0
9,62,7,0,1,0,3,0,3,0
0,89,41,0,37,0,0,4,0,0
51,37,22,0,11,1,5,3,2,0
89,44,11,0,11,0,0,0,0,0
90,0,17,0,6,3,6,2,0,0
91,0,59,0,47,0,12,0,0,0
91,55,5,0,5,0,0,0,0,0
91,53,5,0,5,0,0,0,0,0
91,9,8,0,8,0,0,0,0,0
53,9,55,0,15,7,7,5,10,11
9,54,18,0,7,8,3,0,0,0
53,56,7,0,5,0,0,2,0,0
78,55,30,0,30,0,0,0,0,0
90,78,4,0,4,0,0,0,0,0
91,78,9,0,9,0,0,0,0,0
92,0,10,0,1,0,9,0,0,0
90,44,15,0,7,0,2,5,0,1
78,26,1,0,1,0,0,0,0,0
93,44,1,0,1,0,0,0,0,0
78,93,2,0,2,0,0,0,0,0
93,58,3,0,3,0,0,0,0,0
66,93,4,0,4,0,0,0,0,0
66,51,11,0,5,0,0,2,4,0
78,58,3,0,3,0,0,0,0,0
91,90,16,0,4,0,6,1,0,5
91,39,4,0,4,0,0,0,0,0
27,21,7,0,3,0,4,0,0,0
91,42,7,0,7,0,0,0,0,0
47,0,20,0,5,6,0,6,0,3
42,94,2,0,2,0,0,0,0,0
0,94,25,0,1,1,0,13,10,0
94,21,3,0,2,1,0,0,0,0
8,42,34,0,3,12,5,14,0,0
91,36,6,0,3,0,3,0,0,0
9,59,9,0,6,1,0,0,2,0
95,21,4,0,3,1,0,0,0,0
95,36,8,0,1,5,0,2,0,0
81,21,1,0,1,0,0,0,0,0
81,36,8,0,4,0,0,0,0,4
51,96,17,0,3,0,7,0,0,7
55,96,12,0,7,0,4,0,0,1
42,96,4,0,4,0,0,0,0,0
43,96,5,0,5,0,0,0,0,0
97,55,15,0,4,2,0,9,0,0
91,44,18,0,18,0,0,0,0,0
91,51,10,0,10,0,0,0,0,0
3,78,25,0,25,0,0,0,0,0
8,78,4,0,4,0,0,0,0,0
9,65,8,0,2,0,5,1,0,0
9,96,8,0,2,0,0,3,0,3
78,12,19,0,19,0,0,0,0,0
9,76,4,0,4,0,0,0,0,0
42,36,23,0,11,4,4,4,0,0
0,57,119,0,36,0,12,42,9,20
57,11,9,0,4,0,0,5,0,0
57,18,5,0,2,0,2,0,1,0
0,98,11,0,11,0,0,0,0,0
57,98,22,0,22,0,0,0,0,0
51,98,5,0,5,0,0,0,0,0
98,44,5,0,5,0,0,0,0,0
42,11,50,0,1,6,1,41,1,0
47,11,8,0,2,4,2,0,0,0
57,44,15,0,8,0,1,4,2,0
37,44,31,0,1,6,7,11,1,5
9,99,16,0,15,0,1,0,0,0
51,99,58,0,54,0,4,0,0,0
0,99,115,0,69,0,27,0,19,0
51,57,23,0,7,0,11,5,0,0
9,98,5,0,5,0,0,0,0,0
61,60,5,0,3,0,2,0,0,0
78,60,33,0,33,0,0,0,0,0
78,61,5,0,5,0,0,0,0,0
10,61,5,0,5,0,0,0,0,0
10,62,9,0,1,0,0,7,1,0
40,61,3,0,3,0,0,0,0,0
63,89,3,0,3,0,0,0,0,0
63,44,13,0,4,1,0,8,0,0
66,45,3,0,1,0,0,0,2,0
63,45,1,0,1,0,0,0,0,0
100,36,5,0,5,0,0,0,0,0
63,36,8,0,8,0,0,0,0,0
63,58,3,0,3,0,0,0,0,0
63,71,2,0,2,0,0,0,0,0
63,10,2,0,2,0,0,0,0,0
63,66,3,0,3,0,0,0,0,0
44,100,4,0,4,0,0,0,0,0
0,100,8,0,8,0,0,0,0,0
51,100,3,0,3,0,0,0,0,0
51,89,14,0,14,0,0,0,0,0
99,44,50,0,34,0,3,0,13,0
9,41,31,0,7,4,15,2,3,0
59,60,14,0,5,0,6,0,3,0
78,36,2,0,2,0,0,0,0,0
55,21,17,0,6,5,4,0,0,2
47,55,9,0,1,8,0,0,0,0
68,52,6,0,4,2,0,0,0,0
21,52,15,0,5,10,0,0,0,0
43,11,39,0,2,0,0,37,0,0
70,36,13,0,4,5,0,0,4,0
70,59,2,0,2,0,0,0,0,0
88,21,2,0,2,0,0,0,0,0
88,43,6,0,1,0,5,0,0,0
88,0,35,0,2,0,12,19,0,2
43,59,2,0,2,0,0,0,0,0
43,68,9,0,3,2,0,4,0,0
21,59,7,0,2,5,0,0,0,0
68,36,15,0,7,8,0,0,0,0
68,21,7,0,3,4,0,0,0,0
88,68,2,0,2,0,0,0,0,0
78,13,2,0,2,0,0,0,0,0
90,13,1,0,1,0,0,0,0,0
90,12,4,0,2,0,1,0,0,1
90,10,5,0,3,0,0,2,0,0
91,13,5,0,5,0,0,0,0,0
91,10,13,0,13,0,0,0,0,0
