Source,Target,Weight,edges_1,edges_2,edges_3,edges_4,edges_5,edges_6,edges_7
41,33,1,1,0,0,0,0,0,0
0,60,428,37,20,47,74,93,100,57
10,41,5,1,0,2,2,0,0,0
33,58,1,1,0,0,0,0,0,0
36,59,3,1,2,0,0,0,0,0
0,39,45,3,4,6,9,20,2,1
64,60,4,2,0,0,2,0,0,0
64,0,10,2,1,2,2,1,1,1
53,60,2,2,0,0,0,0,0,0
3,11,18,2,0,2,3,10,1,0
51,44,1027,62,78,147,153,199,138,250
53,55,59,8,10,6,14,5,8,8
60,4,2,2,0,0,0,0,0,0
51,60,65,18,2,13,11,5,14,2
9,51,145,8,4,12,28,44,26,23
0,58,41,9,0,4,6,15,5,2
45,58,9,2,0,0,0,5,2,0
58,60,2,1,0,0,0,1,0,0
44,58,17,2,0,1,0,13,0,1
43,3,4,1,2,0,0,0,1,0
65,3,22,5,0,2,7,4,3,1
65,44,3,1,2,0,0,0,0,0
3,56,8,1,1,0,1,0,2,3
44,56,89,5,17,11,19,17,4,16
65,0,23,1,8,0,5,2,2,5
65,24,7,2,3,0,1,0,1,0
48,44,5,4,0,0,0,0,1,0
48,0,7,1,0,0,6,0,0,0
28,29,1,1,0,0,0,0,0,0
3,60,18,5,1,0,2,0,10,0
55,44,99,16,22,16,16,8,11,10
67,0,42,3,4,0,4,14,11,6
3,55,19,4,2,7,5,1,0,0
45,36,4,3,0,0,1,0,0,0
55,12,3,1,0,0,0,0,2,0
47,0,4,2,2,0,0,0,0,0
0,45,151,14,6,16,21,61,18,15
68,45,1,1,0,0,0,0,0,0
55,59,10,1,2,2,4,1,0,0
55,45,14,6,0,1,0,7,0,0
45,69,2,1,0,0,0,0,1,0
55,18,14,1,1,1,4,2,4,1
53,0,49,7,3,21,0,9,5,4
54,0,48,5,2,16,7,12,2,4
64,21,1,1,0,0,0,0,0,0
0,21,55,23,8,15,2,1,3,3
12,21,5,3,0,2,0,0,0,0
36,60,11,1,2,2,0,1,0,5
12,60,19,4,3,3,3,2,2,2
21,44,6,1,0,0,2,3,0,0
42,21,11,2,1,8,0,0,0,0
43,21,9,2,3,0,4,0,0,0
48,42,2,1,0,0,1,0,0,0
67,58,26,1,2,1,6,8,8,0
67,45,10,2,2,0,0,4,2,0
0,61,11,5,4,0,2,0,0,0
9,36,5,1,2,0,0,0,2,0
13,45,1,1,0,0,0,0,0,0
9,45,18,4,1,4,3,4,0,2
64,44,5,1,0,1,0,3,0,0
64,12,12,3,1,1,0,3,0,4
64,51,5,2,0,2,0,1,0,0
0,71,3,3,0,0,0,0,0,0
51,71,1,1,0,0,0,0,0,0
41,60,1,1,0,0,0,0,0,0
33,60,8,8,0,0,0,0,0,0
12,44,28,3,4,6,5,4,6,0
51,12,20,1,4,7,3,1,4,0
44,60,62,7,6,19,13,9,8,0
10,51,89,6,4,13,19,15,15,17
67,44,23,2,3,1,4,6,5,2
21,36,4,1,0,3,0,0,0,0
43,0,116,2,15,15,28,40,2,14
70,56,4,2,0,1,0,1,0,0
72,59,1,1,0,0,0,0,0,0
72,36,2,2,0,0,0,0,0,0
3,51,140,17,7,17,31,46,16,6
9,21,8,3,1,3,0,0,1,0
67,3,2,1,0,0,1,0,0,0
0,46,13,1,0,1,7,4,0,0
46,36,6,1,0,5,0,0,0,0
3,58,2,1,0,0,1,0,0,0
5,0,1,1,0,0,0,0,0,0
5,3,2,2,0,0,0,0,0,0
44,18,106,2,2,8,27,27,23,17
5,51,1,1,0,0,0,0,0,0
5,44,4,4,0,0,0,0,0,0
42,56,37,1,2,0,8,13,9,4
43,56,31,2,5,0,4,12,3,5
8,60,10,1,0,4,2,0,3,0
23,44,25,1,3,3,3,5,4,6
61,44,3,1,2,0,0,0,0,0
61,60,1,1,0,0,0,0,0,0
51,59,5,2,1,0,1,1,0,0
37,60,3,3,0,0,0,0,0,0
55,56,19,2,5,3,4,3,2,0
47,37,1,1,0,0,0,0,0,0
54,60,2,1,1,0,0,0,0,0
9,60,37,3,4,10,2,8,4,6
55,11,10,1,0,2,0,6,1,0
53,45,3,1,0,0,0,2,0,0
54,45,3,2,0,1,0,0,0,0
51,33,4,4,0,0,0,0,0,0
5,24,1,1,0,0,0,0,0,0
60,18,14,1,0,0,0,8,5,0
60,24,5,1,0,0,0,0,4,0
3,39,5,2,0,0,0,1,0,2
51,55,72,5,7,6,24,9,17,4
3,6,4,3,0,1,0,0,0,0
10,55,39,1,7,0,0,2,28,1
48,6,1,1,0,0,0,0,0,0
0,6,2,2,0,0,0,0,0,0
51,6,2,2,0,0,0,0,0,0
13,55,1,1,0,0,0,0,0,0
55,60,54,1,7,6,2,6,28,4
9,55,22,2,4,3,2,6,2,3
55,6,1,1,0,0,0,0,0,0
12,45,8,1,0,2,1,1,3,0
65,55,4,4,0,0,0,0,0,0
3,73,4,4,0,0,0,0,0,0
73,24,3,3,0,0,0,0,0,0
51,73,1,1,0,0,0,0,0,0
18,24,12,2,0,1,1,8,0,0
74,24,1,1,0,0,0,0,0,0
51,24,29,5,0,0,5,12,3,4
74,73,4,4,0,0,0,0,0,0
65,51,5,2,0,1,0,1,0,1
75,0,15,8,0,0,0,6,1,0
74,75,5,3,0,0,0,2,0,0
0,73,2,2,0,0,0,0,0,0
75,3,6,1,0,0,0,5,0,0
60,1,51,4,0,0,0,4,16,27
74,1,3,3,0,0,0,0,0,0
75,1,2,2,0,0,0,0,0,0
74,51,1,1,0,0,0,0,0,0
44,24,13,2,1,1,3,0,3,3
10,75,4,1,0,0,0,3,0,0
4,1,3,2,0,0,0,1,0,0
46,44,3,1,0,0,0,2,0,0
8,45,3,1,1,1,0,0,0,0
10,39,5,2,0,0,2,0,1,0
0,18,206,2,1,17,47,76,27,36
51,11,69,2,0,17,11,25,2,12
33,1,3,3,0,0,0,0,0,0
0,76,7,2,1,1,1,0,2,0
55,36,26,2,5,4,8,3,4,0
10,36,8,1,1,1,1,0,2,2
37,52,17,1,2,8,5,1,0,0
27,45,1,1,0,0,0,0,0,0
40,56,35,1,13,2,5,1,9,4
51,4,3,1,0,0,0,0,0,2
79,30,1,0,1,0,0,0,0,0
77,36,1,0,1,0,0,0,0,0
39,4,4,0,2,2,0,0,0,0
7,11,1,0,1,0,0,0,0,0
2,80,1,0,1,0,0,0,0,0
2,44,1,0,1,0,0,0,0,0
2,51,2,0,2,0,0,0,0,0
77,0,173,0,68,0,56,24,16,9
77,44,10,0,4,0,4,0,2,0
77,1,2,0,2,0,0,0,0,0
9,10,67,0,5,6,12,11,22,11
77,10,17,0,6,0,9,1,0,1
77,9,9,0,2,0,4,0,0,3
0,80,1,0,1,0,0,0,0,0
8,77,3,0,3,0,0,0,0,0
9,42,30,0,6,5,4,12,3,0
39,44,16,0,5,3,6,2,0,0
43,55,4,0,3,0,0,1,0,0
81,55,10,0,5,0,1,0,1,3
42,1,3,0,1,0,0,2,0,0
42,18,11,0,2,0,1,5,2,1
23,42,15,0,4,1,1,5,3,1
22,41,17,0,2,0,14,1,0,0
22,42,6,0,3,0,0,1,0,2
41,56,14,0,4,1,5,1,3,0
40,44,87,0,14,6,4,27,33,3
40,0,170,0,20,3,9,57,53,28
78,56,4,0,3,0,0,1,0,0
0,78,60,0,59,0,0,1,0,0
9,56,31,0,5,4,5,6,2,9
83,85,2,0,1,0,0,0,1,0
85,56,15,0,4,2,2,4,1,2
82,44,3,0,3,0,0,0,0,0
22,43,9,0,2,0,5,0,0,2
22,56,26,0,1,0,15,3,3,4
40,78,2,0,2,0,0,0,0,0
28,4,1,0,1,0,0,0,0,0
28,7,2,0,2,0,0,0,0,0
83,56,31,0,5,3,6,13,2,2
9,85,3,0,1,0,0,2,0,0
87,55,7,0,3,0,0,0,4,0
86,0,6,0,2,0,1,3,0,0
87,0,15,0,1,0,0,0,13,1
77,3,1,0,1,0,0,0,0,0
42,3,3,0,1,0,0,0,0,2
87,44,2,0,1,0,0,0,1,0
87,51,5,0,2,0,0,0,3,0
28,81,2,0,2,0,0,0,0,0
81,56,7,0,5,0,0,1,0,1
83,81,1,0,1,0,0,0,0,0
88,70,3,0,1,0,1,1,0,0
23,47,2,0,2,0,0,0,0,0
83,23,3,0,3,0,0,0,0,0
55,24,3,0,1,1,0,0,1,0
83,24,1,0,1,0,0,0,0,0
44,4,5,0,1,3,1,0,0,0
7,44,6,0,2,2,2,0,0,0
0,85,9,0,1,1,0,3,1,3
42,40,24,0,3,1,3,11,4,2
12,56,5,0,3,0,1,1,0,0
10,56,13,0,1,0,4,4,4,0
10,60,93,0,2,6,17,7,34,27
10,7,2,0,2,0,0,0,0,0
82,51,1,0,1,0,0,0,0,0
78,62,2,0,2,0,0,0,0,0
78,7,1,0,1,0,0,0,0,0
78,44,29,0,29,0,0,0,0,0
9,78,4,0,4,0,0,0,0,0
0,89,8,0,8,0,0,0,0,0
51,78,12,0,11,0,0,1,0,0
90,0,8,0,4,0,4,0,0,0
90,78,1,0,1,0,0,0,0,0
91,90,3,0,2,0,0,1,0,0
92,0,3,0,1,0,1,1,0,0
90,44,3,0,1,0,0,2,0,0
90,40,2,0,2,0,0,0,0,0
78,26,2,0,2,0,0,0,0,0
66,58,4,0,2,2,0,0,0,0
9,58,1,0,1,0,0,0,0,0
91,0,15,0,10,1,4,0,0,0
78,11,1,0,1,0,0,0,0,0
91,9,2,0,2,0,0,0,0,0
8,42,5,0,1,0,2,1,0,1
91,8,2,0,2,0,0,0,0,0
91,21,1,0,1,0,0,0,0,0
0,59,14,0,2,2,5,3,1,1
21,59,2,0,2,0,0,0,0,0
43,36,2,0,1,1,0,0,0,0
42,81,1,0,1,0,0,0,0,0
36,56,4,0,1,0,0,3,0,0
0,96,5,0,1,0,0,0,2,2
42,55,5,0,1,1,1,2,0,0
97,42,7,0,2,2,0,3,0,0
97,44,3,0,1,0,0,2,0,0
91,51,3,0,3,0,0,0,0,0
91,44,5,0,5,0,0,0,0,0
3,78,2,0,2,0,0,0,0,0
65,78,2,0,2,0,0,0,0,0
55,96,2,0,1,0,0,0,1,0
96,44,1,0,1,0,0,0,0,0
78,24,1,0,1,0,0,0,0,0
78,12,2,0,2,0,0,0,0,0
78,4,2,0,2,0,0,0,0,0
0,57,13,0,6,0,1,3,0,3
51,56,48,0,1,2,20,8,3,14
8,44,33,0,2,10,6,12,2,1
8,57,1,0,1,0,0,0,0,0
9,99,5,0,4,0,0,0,1,0
51,99,12,0,12,0,0,0,0,0
0,99,20,0,16,0,4,0,0,0
99,44,9,0,8,0,0,0,1,0
57,98,5,0,5,0,0,0,0,0
0,98,1,0,1,0,0,0,0,0
98,44,2,0,2,0,0,0,0,0
51,98,3,0,3,0,0,0,0,0
9,57,1,0,1,0,0,0,0,0
10,78,5,0,5,0,0,0,0,0
78,60,14,0,14,0,0,0,0,0
10,61,2,0,2,0,0,0,0,0
11,60,68,0,4,18,12,20,9,5
10,62,1,0,1,0,0,0,0,0
40,61,1,0,1,0,0,0,0,0
63,51,2,0,2,0,0,0,0,0
66,51,1,0,1,0,0,0,0,0
100,36,2,0,2,0,0,0,0,0
63,36,5,0,5,0,0,0,0,0
66,36,2,0,2,0,0,0,0,0
44,100,1,0,1,0,0,0,0,0
51,36,3,0,1,0,0,0,2,0
53,51,5,0,1,0,2,1,0,1
52,36,5,0,3,2,0,0,0,0
70,36,2,0,1,1,0,0,0,0
68,21,4,0,2,2,0,0,0,0
0,68,6,0,1,3,0,2,0,0
0,13,18,0,5,6,5,2,0,0
51,13,8,0,6,1,0,0,1,0
13,44,5,0,2,0,1,0,2,0
77,27,1,0,1,0,0,0,0,0
10,13,6,0,2,3,1,0,0,0
13,12,4,0,4,0,0,0,0,0
91,10,2,0,2,0,0,0,0,0
81,44,5,0,3,0,2,0,0,0
59,60,6,0,2,1,3,0,0,0
44,36,6,0,3,0,0,2,1,0
78,45,1,0,1,0,0,0,0,0
89,78,2,0,2,0,0,0,0,0
89,45,1,0,1,0,0,0,0,0
51,101,7,0,7,0,0,0,0,0
0,101,1,0,1,0,0,0,0,0
78,55,4,0,4,0,0,0,0,0
8,78,2,0,2,0,0,0,0,0
102,0,24,0,8,0,2,6,8,0
102,89,1,0,1,0,0,0,0,0
0,103,4,0,2,0,0,1,1,0
89,57,4,0,4,0,0,0,0,0
12,57,1,0,1,0,0,0,0,0
102,57,2,0,2,0,0,0,0,0
57,11,1,0,1,0,0,0,0,0
12,11,8,0,2,4,0,1,0,1
104,0,15,0,10,0,3,2,0,0
0,100,1,0,1,0,0,0,0,0
53,44,36,0,14,7,5,1,8,1
54,44,25,0,8,0,8,0,6,3
41,36,2,0,2,0,0,0,0,0
41,18,2,0,1,0,1,0,0,0
43,40,7,0,1,0,0,5,0,1
88,40,11,0,2,0,5,3,1,0
51,49,9,0,1,8,0,0,0,0
54,51,21,0,5,1,7,1,2,5
101,44,3,0,3,0,0,0,0,0
54,101,1,0,1,0,0,0,0,0
53,18,6,0,2,2,0,0,2,0
55,41,2,0,2,0,0,0,0,0
89,13,2,0,2,0,0,0,0,0
37,103,6,0,1,0,2,3,0,0
40,55,2,0,2,0,0,0,0,0
9,1,20,0,2,0,3,3,7,5
11,1,30,0,1,8,1,15,0,5
106,1,6,0,2,0,0,0,4,0
106,107,1,0,1,0,0,0,0,0
8,1,2,0,1,0,0,0,1,0
0,52,15,0,1,3,2,5,0,4
52,56,2,0,2,0,0,0,0,0
37,70,5,0,2,0,0,0,3,0
43,52,2,0,2,0,0,0,0,0
23,0,40,0,1,16,3,14,5,1
8,3,8,0,1,1,2,2,2,0
30,10,9,0,2,0,5,2,0,0
30,3,1,0,1,0,0,0,0,0
3,81,3,0,3,0,0,0,0,0
10,81,4,0,4,0,0,0,0,0
8,10,4,0,1,1,1,0,1,0
67,9,5,0,1,0,2,1,0,1
88,0,14,0,2,0,4,7,0,1
108,0,42,0,1,0,41,0,0,0
79,0,7,0,4,0,0,0,3,0
79,3,13,0,1,0,0,0,12,0
12,62,5,0,1,0,0,1,0,3
76,44,3,0,2,0,0,0,1,0
8,12,2,0,1,0,0,1,0,0
91,89,1,0,1,0,0,0,0,0
51,52,4,0,1,0,0,3,0,0
99,61,1,0,1,0,0,0,0,0
64,62,6,0,1,1,0,0,1,3
9,64,1,0,1,0,0,0,0,0
8,43,4,0,1,0,1,2,0,0
78,99,2,0,2,0,0,0,0,0
99,11,2,0,2,0,0,0,0,0
40,1,8,0,5,0,0,3,0,0
106,3,2,0,2,0,0,0,0,0
40,36,3,0,1,0,0,0,2,0
107,1,6,0,1,0,0,0,5,0
104,1,5,0,4,0,0,1,0,0
100,1,1,0,1,0,0,0,0,0
104,36,1,0,1,0,0,0,0,0
65,40,1,0,1,0,0,0,0,0
23,104,1,0,1,0,0,0,0,0
77,81,3,0,2,0,1,0,0,0
77,55,9,0,5,0,3,0,1,0
0,81,21,0,4,0,2,8,3,4
81,1,9,0,2,0,1,0,2,4
77,51,10,0,1,0,6,0,3,0
37,89,1,0,1,0,0,0,0,0
40,52,1,0,1,0,0,0,0,0
110,52,1,0,0,1,0,0,0,0
110,60,4,0,0,2,0,0,0,2
51,1,28,0,0,1,2,14,0,11
112,0,1,0,0,1,0,0,0,0
0,15,11,0,0,4,0,1,2,4
0,16,4,0,0,2,1,0,0,1
82,56,1,0,0,1,0,0,0,0
82,39,3,0,0,3,0,0,0,0
29,11,9,0,0,7,0,2,0,0
29,56,6,0,0,2,2,0,2,0
28,56,1,0,0,1,0,0,0,0
23,29,1,0,0,1,0,0,0,0
63,44,1,0,0,1,0,0,0,0
51,41,17,0,0,7,8,2,0,0
113,12,5,0,0,4,0,0,0,1
0,113,27,0,0,9,3,7,3,5
2,19,5,0,0,4,0,1,0,0
0,19,7,0,0,7,0,0,0,0
113,44,13,0,0,9,1,0,3,0
82,113,2,0,0,2,0,0,0,0
8,7,2,0,0,2,0,0,0,0
113,4,2,0,0,2,0,0,0,0
19,18,2,0,0,2,0,0,0,0
9,19,3,0,0,2,0,1,0,0
11,114,3,0,0,3,0,0,0,0
0,114,19,0,0,14,0,4,1,0
45,114,6,0,0,6,0,0,0,0
39,114,2,0,0,2,0,0,0,0
115,114,12,0,0,12,0,0,0,0
115,102,1,0,0,1,0,0,0,0
9,102,1,0,0,1,0,0,0,0
9,114,3,0,0,3,0,0,0,0
19,114,1,0,0,1,0,0,0,0
30,11,1,0,0,1,0,0,0,0
114,1,7,0,0,7,0,0,0,0
19,11,2,0,0,2,0,0,0,0
115,0,6,0,0,6,0,0,0,0
115,39,2,0,0,2,0,0,0,0
102,45,3,0,0,3,0,0,0,0
66,0,2,0,0,2,0,0,0,0
23,56,4,0,0,2,2,0,0,0
23,51,8,0,0,1,0,0,4,3
9,49,10,0,0,6,4,0,0,0
116,49,7,0,0,7,0,0,0,0
116,44,32,0,0,27,2,2,0,1
27,56,3,0,0,1,2,0,0,0
41,49,3,0,0,3,0,0,0,0
85,11,12,0,0,4,0,8,0,0
21,56,2,0,0,2,0,0,0,0
39,41,1,0,0,1,0,0,0,0
116,39,1,0,0,1,0,0,0,0
1,56,5,0,0,1,0,3,0,1
8,56,3,0,0,1,0,0,2,0
51,117,39,0,0,21,0,1,9,8
8,117,3,0,0,3,0,0,0,0
117,44,43,0,0,30,2,2,3,6
51,113,8,0,0,4,2,0,1,1
11,18,14,0,0,2,7,5,0,0
12,18,2,0,0,1,0,1,0,0
116,9,3,0,0,3,0,0,0,0
0,117,152,0,0,66,1,52,9,24
117,11,64,0,0,33,0,24,0,7
116,45,1,0,0,1,0,0,0,0
117,45,10,0,0,9,0,0,1,0
40,45,17,0,0,1,4,6,5,1
8,40,3,0,0,1,1,1,0,0
117,55,4,0,0,1,0,0,3,0
117,60,28,0,0,16,0,7,4,1
69,36,2,0,0,1,1,0,0,0
118,18,4,0,0,1,3,0,0,0
118,44,2,0,0,2,0,0,0,0
0,111,29,0,0,15,6,2,6,0
45,111,1,0,0,1,0,0,0,0
71,119,1,0,0,1,0,0,0,0
119,44,10,0,0,1,5,1,3,0
44,111,12,0,0,2,6,3,1,0
51,111,7,0,0,5,2,0,0,0
66,120,1,0,0,1,0,0,0,0
9,111,3,0,0,1,0,2,0,0
53,24,2,0,0,2,0,0,0,0
54,24,3,0,0,3,0,0,0,0
0,119,16,0,0,1,7,7,1,0
121,0,30,0,0,28,1,1,0,0
121,55,1,0,0,1,0,0,0,0
121,3,18,0,0,14,0,0,4,0
3,59,2,0,0,2,0,0,0,0
51,76,1,0,0,1,0,0,0,0
53,36,11,0,0,1,9,0,1,0
10,18,18,0,0,1,2,8,4,3
109,55,1,0,0,1,0,0,0,0
55,69,8,0,0,1,0,0,7,0
69,18,1,0,0,1,0,0,0,0
53,69,2,0,0,2,0,0,0,0
60,56,14,0,0,3,0,7,4,0
45,60,12,0,0,7,0,1,4,0
8,55,3,0,0,1,0,2,0,0
67,66,1,0,0,1,0,0,0,0
67,117,2,0,0,1,0,1,0,0
109,117,7,0,0,7,0,0,0,0
109,45,4,0,0,4,0,0,0,0
119,123,1,0,0,1,0,0,0,0
119,58,3,0,0,1,2,0,0,0
0,123,3,0,0,3,0,0,0,0
67,123,1,0,0,1,0,0,0,0
117,123,2,0,0,2,0,0,0,0
45,123,2,0,0,2,0,0,0,0
67,60,1,0,0,1,0,0,0,0
109,60,1,0,0,1,0,0,0,0
120,71,5,0,0,1,2,1,1,0
120,111,3,0,0,1,2,0,0,0
94,21,1,0,0,1,0,0,0,0
116,51,20,0,0,7,5,7,1,0
62,56,1,0,0,1,0,0,0,0
51,58,5,0,0,3,0,0,2,0
51,18,37,0,0,4,9,11,5,8
116,0,22,0,0,16,3,2,1,0
109,0,9,0,0,6,0,3,0,0
117,1,9,0,0,3,0,1,0,5
10,117,7,0,0,2,0,3,1,1
109,18,2,0,0,2,0,0,0,0
113,11,3,0,0,1,1,1,0,0
117,12,2,0,0,1,0,0,1,0
10,11,53,0,0,7,12,22,10,2
10,64,3,0,0,2,0,0,0,1
8,11,2,0,0,1,0,1,0,0
118,0,6,0,0,4,2,0,0,0
95,21,2,0,0,2,0,0,0,0
125,21,6,0,0,6,0,0,0,0
109,9,3,0,0,1,0,2,0,0
109,51,3,0,0,3,0,0,0,0
97,21,1,0,0,1,0,0,0,0
125,0,86,0,0,4,78,2,0,2
97,51,1,0,0,1,0,0,0,0
125,43,1,0,0,1,0,0,0,0
42,113,2,0,0,1,0,0,1,0
126,44,3,0,0,1,2,0,0,0
0,126,1,0,0,1,0,0,0,0
9,127,1,0,0,1,0,0,0,0
12,127,5,0,0,4,0,0,1,0
17,11,19,0,0,5,0,10,2,2
127,1,1,0,0,1,0,0,0,0
17,15,17,0,0,9,0,2,0,6
64,126,1,0,0,1,0,0,0,0
15,1,5,0,0,3,0,0,1,1
127,11,3,0,0,3,0,0,0,0
16,11,4,0,0,1,0,0,3,0
3,126,1,0,0,1,0,0,0,0
0,127,2,0,0,2,0,0,0,0
49,11,40,0,0,31,1,5,0,3
15,11,6,0,0,4,0,1,0,1
11,24,4,0,0,2,0,2,0,0
26,49,2,0,0,2,0,0,0,0
126,11,1,0,0,1,0,0,0,0
45,11,5,0,0,3,0,2,0,0
9,11,38,0,0,7,5,26,0,0
23,11,10,0,0,4,0,5,1,0
23,26,1,0,0,1,0,0,0,0
121,44,5,0,0,5,0,0,0,0
8,51,35,0,0,7,11,11,3,3
116,58,1,0,0,1,0,0,0,0
44,59,7,0,0,1,0,6,0,0
60,111,2,0,0,2,0,0,0,0
12,111,5,0,0,4,0,1,0,0
117,111,1,0,0,1,0,0,0,0
64,68,1,0,0,1,0,0,0,0
21,11,1,0,0,1,0,0,0,0
0,110,25,0,0,7,0,12,1,5
117,110,4,0,0,3,0,0,1,0
17,117,14,0,0,3,0,3,3,5
23,117,4,0,0,3,0,0,0,1
117,18,5,0,0,1,0,4,0,0
113,117,3,0,0,3,0,0,0,0
118,45,1,0,0,1,0,0,0,0
9,117,9,0,0,7,0,0,2,0
42,49,1,0,0,1,0,0,0,0
128,21,1,0,0,1,0,0,0,0
110,18,5,0,0,2,0,2,0,1
41,52,1,0,0,1,0,0,0,0
21,52,1,0,0,1,0,0,0,0
0,94,4,0,0,1,1,0,2,0
0,95,10,0,0,1,0,1,8,0
128,52,7,0,0,2,0,5,0,0
128,95,1,0,0,1,0,0,0,0
128,0,41,0,0,3,11,26,0,1
47,52,1,0,0,1,0,0,0,0
128,8,3,0,0,1,0,2,0,0
128,27,1,0,0,1,0,0,0,0
66,44,1,0,0,1,0,0,0,0
39,45,2,0,0,1,0,1,0,0
0,124,2,0,0,2,0,0,0,0
113,45,1,0,0,1,0,0,0,0
113,55,4,0,0,1,0,3,0,0
23,60,4,0,0,1,0,1,2,0
44,124,2,0,0,2,0,0,0,0
113,60,5,0,0,4,0,0,1,0
49,60,9,0,0,3,0,4,2,0
117,49,21,0,0,21,0,0,0,0
60,124,1,0,0,1,0,0,0,0
117,124,1,0,0,1,0,0,0,0
121,23,2,0,0,2,0,0,0,0
64,55,1,0,0,1,0,0,0,0
51,119,2,0,0,1,1,0,0,0
42,95,4,0,0,2,0,2,0,0
43,95,2,0,0,2,0,0,0,0
55,21,1,0,0,1,0,0,0,0
42,68,1,0,0,1,0,0,0,0
