Source,Target,Weight,edges_1,edges_2,edges_3,edges_4,edges_5,edges_6,edges_7
3,46,7,1,1,0,5,0,0,0
9,47,358,23,3,45,68,38,90,91
3,44,24,1,10,3,0,0,3,7
3,43,127,28,9,55,17,16,2,0
42,3,18,4,0,9,5,0,0,0
5,40,10,10,0,0,0,0,0,0
5,34,9,9,0,0,0,0,0,0
5,47,7,4,0,0,0,0,0,3
34,4,55,8,10,20,6,11,0,0
32,44,128,1,11,6,23,47,21,19
33,44,90,2,10,5,20,26,15,12
32,31,40,5,7,12,6,5,0,5
32,4,13,3,4,0,6,0,0,0
9,51,16,1,0,6,0,5,0,4
51,31,1,1,0,0,0,0,0,0
3,31,8,2,1,2,0,0,0,3
33,31,35,2,12,7,6,5,0,3
48,34,10,5,5,0,0,0,0,0
48,47,4,1,0,0,3,0,0,0
18,47,1,1,0,0,0,0,0,0
18,34,27,5,0,10,4,6,0,2
40,18,21,5,0,5,3,4,0,4
41,35,10,4,0,0,0,6,0,0
42,35,12,7,0,1,0,4,0,0
35,44,10,1,0,0,0,0,9,0
42,47,7,1,1,0,0,0,5,0
29,40,26,3,0,2,6,14,0,1
3,6,13,8,0,1,0,3,0,1
6,34,12,12,0,0,0,0,0,0
0,6,13,13,0,0,0,0,0,0
37,29,6,2,0,0,4,0,0,0
43,21,8,1,0,0,2,0,5,0
40,6,13,11,0,0,0,1,0,1
11,43,9,4,2,0,0,0,3,0
43,6,1,1,0,0,0,0,0,0
52,6,2,2,0,0,0,0,0,0
37,6,5,5,0,0,0,0,0,0
37,43,2,2,0,0,0,0,0,0
37,40,16,2,0,0,10,0,1,3
52,43,2,2,0,0,0,0,0,0
52,40,33,7,0,7,0,12,7,0
0,59,9,9,0,0,0,0,0,0
3,59,15,15,0,0,0,0,0,0
40,59,6,4,0,0,0,2,0,0
60,59,9,9,0,0,0,0,0,0
60,3,15,5,0,0,0,10,0,0
60,0,20,11,0,0,0,6,0,3
52,35,8,4,4,0,0,0,0,0
61,0,33,21,0,0,0,12,0,0
60,61,10,7,0,0,0,3,0,0
61,59,3,3,0,0,0,0,0,0
61,3,26,1,0,0,0,25,0,0
47,1,170,5,0,6,13,29,41,76
61,34,7,3,0,0,0,4,0,0
60,1,8,8,0,0,0,0,0,0
61,1,2,2,0,0,0,0,0,0
60,34,3,3,0,0,0,0,0,0
60,47,3,3,0,0,0,0,0,0
60,9,6,3,0,0,0,3,0,0
50,0,20,1,7,0,2,10,0,0
61,47,4,4,0,0,0,0,0,0
40,44,240,4,17,11,73,75,35,25
47,44,37,5,2,5,3,20,2,0
40,1,135,4,13,5,6,38,9,60
36,34,8,1,0,0,3,3,0,1
0,49,42,3,8,0,10,9,8,4
18,49,6,2,2,0,0,0,2,0
40,49,18,3,4,0,2,3,6,0
10,49,20,2,0,2,0,5,4,7
51,25,2,2,0,0,0,0,0,0
9,29,11,1,0,0,2,4,2,2
29,47,2,2,0,0,0,0,0,0
25,1,13,10,0,0,0,3,0,0
0,62,26,1,4,9,0,0,12,0
32,25,1,1,0,0,0,0,0,0
33,25,2,2,0,0,0,0,0,0
32,11,4,2,0,1,0,0,1,0
9,43,94,2,17,0,5,4,64,2
0,11,101,3,29,34,20,4,11,0
3,11,12,2,0,4,2,0,4,0
10,31,3,1,0,1,1,0,0,0
21,34,29,3,0,0,19,1,5,1
30,44,111,1,18,3,13,26,25,25
7,44,24,4,0,0,17,3,0,0
63,0,501,0,202,0,156,57,57,29
0,64,198,0,185,0,0,13,0,0
65,22,1,0,1,0,0,0,0,0
22,63,2,0,2,0,0,0,0,0
22,0,39,0,3,6,13,14,3,0
2,66,2,0,2,0,0,0,0,0
66,4,10,0,10,0,0,0,0,0
0,66,12,0,12,0,0,0,0,0
66,7,14,0,14,0,0,0,0,0
2,40,6,0,3,0,0,0,0,3
63,4,9,0,8,0,1,0,0,0
63,40,55,0,13,0,24,12,1,5
63,34,64,0,11,0,21,2,8,22
8,63,9,0,9,0,0,0,0,0
63,1,13,0,10,0,0,0,0,3
63,9,57,0,12,0,36,6,0,3
63,2,6,0,6,0,0,0,0,0
63,7,3,0,3,0,0,0,0,0
32,7,6,0,3,0,3,0,0,0
32,29,10,0,3,0,5,2,0,0
7,34,12,0,5,2,3,1,0,1
33,4,10,0,3,0,7,0,0,0
33,29,13,0,4,0,6,3,0,0
0,67,45,0,7,0,2,9,4,23
32,1,5,0,1,0,0,3,0,1
68,34,10,0,5,2,3,0,0,0
19,44,92,0,6,2,44,13,12,15
69,0,68,0,3,13,5,25,6,16
30,34,255,0,24,3,23,65,109,31
64,44,11,0,10,0,0,1,0,0
33,64,3,0,3,0,0,0,0,0
32,64,2,0,2,0,0,0,0,0
70,44,12,0,1,0,0,11,0,0
71,44,51,0,6,1,7,20,11,6
69,44,57,0,8,3,17,22,4,3
72,44,17,0,1,0,5,7,0,4
9,32,28,0,1,0,9,9,2,7
68,0,22,0,3,13,6,0,0,0
68,40,12,0,10,2,0,0,0,0
37,44,24,0,2,0,15,3,0,4
4,44,43,0,4,0,28,7,0,4
69,34,12,0,2,3,0,7,0,0
73,43,50,0,24,0,0,0,26,0
72,0,16,0,3,0,4,3,0,6
73,0,46,0,3,0,0,0,41,2
63,3,4,0,4,0,0,0,0,0
71,34,6,0,3,0,0,3,0,0
3,71,5,0,2,0,0,0,2,1
32,71,5,0,3,0,0,2,0,0
33,71,4,0,4,0,0,0,0,0
73,34,13,0,1,0,0,0,10,2
73,40,17,0,2,0,0,0,15,0
73,67,6,0,4,0,0,0,2,0
73,44,6,0,5,0,0,0,1,0
67,44,19,0,4,0,2,13,0,0
40,67,9,0,4,0,1,0,0,4
40,71,8,0,4,0,0,4,0,0
74,40,16,0,1,0,8,7,0,0
40,36,23,0,2,0,8,12,0,1
40,31,70,0,9,12,27,9,0,13
40,64,40,0,35,0,2,3,0,0
64,34,76,0,68,0,0,8,0,0
33,43,23,0,11,3,4,5,0,0
67,43,36,0,22,2,0,3,1,8
30,43,17,0,9,0,0,0,3,5
64,43,23,0,23,0,0,0,0,0
69,32,9,0,2,0,0,1,0,6
69,3,2,0,2,0,0,0,0,0
69,43,5,0,3,0,2,0,0,0
30,10,13,0,6,0,0,5,2,0
64,35,20,0,15,0,0,5,0,0
68,35,2,0,2,0,0,0,0,0
64,7,1,0,1,0,0,0,0,0
64,49,8,0,8,0,0,0,0,0
0,75,35,0,30,0,0,5,0,0
40,75,8,0,8,0,0,0,0,0
75,34,6,0,6,0,0,0,0,0
76,0,19,0,9,1,6,2,0,1
76,1,1,0,1,0,0,0,0,0
77,43,6,0,6,0,0,0,0,0
77,41,1,0,1,0,0,0,0,0
77,42,4,0,2,0,0,0,0,2
77,0,47,0,29,2,16,0,0,0
42,44,9,0,4,0,0,5,0,0
76,64,9,0,9,0,0,0,0,0
77,64,10,0,10,0,0,0,0,0
77,76,4,0,3,0,0,1,0,0
78,0,9,0,1,0,4,2,2,0
76,34,10,0,4,0,0,5,0,1
64,20,1,0,1,0,0,0,0,0
79,34,1,0,1,0,0,0,0,0
64,79,2,0,2,0,0,0,0,0
53,34,12,0,3,7,0,2,0,0
64,46,8,0,8,0,0,0,0,0
54,64,3,0,3,0,0,0,0,0
77,34,14,0,12,0,2,0,0,0
21,18,6,0,3,0,3,0,0,0
77,32,9,0,9,0,0,0,0,0
0,80,58,0,1,8,0,12,37,0
80,18,5,0,2,3,0,0,0,0
8,32,18,0,3,5,6,4,0,0
77,18,1,0,1,0,0,0,0,0
32,67,1,0,1,0,0,0,0,0
81,43,6,0,3,1,0,2,0,0
77,40,3,0,3,0,0,0,0,0
3,64,12,0,12,0,0,0,0,0
8,64,10,0,10,0,0,0,0,0
0,45,65,0,22,0,5,23,8,7
0,82,4,0,4,0,0,0,0,0
45,82,9,0,9,0,0,0,0,0
40,82,1,0,1,0,0,0,0,0
40,83,25,0,21,0,4,0,0,0
0,83,71,0,41,0,17,0,13,0
83,34,31,0,24,0,3,0,4,0
40,45,15,0,6,0,5,4,0,0
9,64,23,0,23,0,0,0,0,0
64,47,26,0,26,0,0,0,0,0
64,48,4,0,4,0,0,0,0,0
9,48,4,0,4,0,0,0,0,0
9,49,8,0,1,0,0,2,1,4
30,48,1,0,1,0,0,0,0,0
50,34,10,0,2,1,2,5,0,0
50,40,11,0,4,0,2,5,0,0
53,40,4,0,2,0,1,0,0,1
50,35,1,0,1,0,0,0,0,0
50,46,1,0,1,0,0,0,0,0
50,9,1,0,1,0,0,0,0,0
50,53,2,0,2,0,0,0,0,0
34,84,3,0,3,0,0,0,0,0
0,84,7,0,7,0,0,0,0,0
40,84,4,0,4,0,0,0,0,0
8,9,27,0,7,0,3,0,7,10
32,40,193,0,7,15,51,70,31,19
41,40,44,0,7,2,11,10,9,5
43,18,17,0,1,10,4,2,0,0
55,18,8,0,2,6,0,0,0,0
33,55,8,0,6,0,0,2,0,0
74,18,2,0,1,0,1,0,0,0
74,0,27,0,5,1,12,7,0,2
64,11,2,0,2,0,0,0,0,0
40,11,41,0,10,21,3,2,5,0
11,34,35,0,19,9,4,0,3,0
63,21,4,0,2,0,0,0,0,2
76,11,2,0,1,0,0,1,0,0
77,9,3,0,3,0,0,0,0,0
77,10,1,0,1,0,0,0,0,0
10,62,2,0,2,0,0,0,0,0
77,11,4,0,4,0,0,0,0,0
63,43,30,0,15,0,5,0,10,0
76,30,1,0,1,0,0,0,0,0
10,35,17,0,1,3,2,5,6,0
53,46,3,0,1,1,1,0,0,0
75,47,3,0,3,0,0,0,0,0
75,35,1,0,1,0,0,0,0,0
85,34,13,0,13,0,0,0,0,0
0,85,12,0,7,0,0,5,0,0
40,85,13,0,10,0,0,3,0,0
8,43,13,0,3,2,0,2,6,0
84,4,1,0,1,0,0,0,0,0
7,84,2,0,2,0,0,0,0,0
40,48,2,0,2,0,0,0,0,0
86,0,71,0,26,0,2,14,29,0
86,1,1,0,1,0,0,0,0,0
86,75,2,0,2,0,0,0,0,0
86,4,1,0,1,0,0,0,0,0
86,7,2,0,2,0,0,0,0,0
86,87,2,0,2,0,0,0,0,0
86,10,3,0,3,0,0,0,0,0
75,10,1,0,1,0,0,0,0,0
75,45,5,0,5,0,0,0,0,0
51,45,1,0,1,0,0,0,0,0
10,45,7,0,7,0,0,0,0,0
86,45,5,0,5,0,0,0,0,0
88,0,67,0,33,0,15,12,7,0
9,88,44,0,10,0,1,20,12,1
43,83,9,0,1,0,0,0,8,0
75,84,2,0,2,0,0,0,0,0
45,84,3,0,3,0,0,0,0,0
32,49,1,0,1,0,0,0,0,0
33,49,2,0,2,0,0,0,0,0
74,30,4,0,1,0,0,1,2,0
19,74,2,0,2,0,0,0,0,0
32,3,21,0,2,0,5,3,2,9
42,10,4,0,2,0,0,2,0,0
42,40,33,0,13,2,5,9,0,4
41,83,3,0,3,0,0,0,0,0
42,85,4,0,4,0,0,0,0,0
41,85,2,0,2,0,0,0,0,0
41,31,3,0,2,0,0,0,1,0
43,31,9,0,9,0,0,0,0,0
69,67,4,0,2,0,2,0,0,0
72,43,5,0,3,0,2,0,0,0
11,83,5,0,5,0,0,0,0,0
40,20,6,0,2,0,0,0,0,4
8,48,5,0,1,2,0,0,2,0
8,1,10,0,2,0,0,0,1,7
31,1,11,0,1,0,1,7,0,2
75,11,2,0,2,0,0,0,0,0
75,89,3,0,3,0,0,0,0,0
0,87,15,0,2,0,1,6,6,0
64,10,11,0,11,0,0,0,0,0
51,1,4,0,2,0,0,0,0,2
90,0,3,0,2,0,0,0,1,0
90,1,13,0,6,0,0,0,7,0
90,91,1,0,1,0,0,0,0,0
91,1,18,0,2,0,0,0,12,4
54,35,8,0,2,0,0,6,0,0
64,1,1,0,1,0,0,0,0,0
36,31,2,0,2,0,0,0,0,0
9,67,18,0,16,0,0,2,0,0
52,67,2,0,2,0,0,0,0,0
9,52,11,0,3,0,7,0,1,0
3,67,7,0,5,2,0,0,0,0
65,52,1,0,1,0,0,0,0,0
41,9,9,0,4,0,5,0,0,0
9,42,3,0,3,0,0,0,0,0
46,47,9,0,1,4,0,1,3,0
54,43,12,0,3,0,9,0,0,0
54,47,7,0,3,0,4,0,0,0
86,34,10,0,2,0,0,6,2,0
34,49,11,0,3,2,0,5,1,0
53,3,7,0,1,0,4,2,0,0
74,34,20,0,3,0,11,4,2,0
92,0,172,0,3,0,166,2,1,0
65,0,43,0,21,0,0,0,16,6
65,3,18,0,10,0,0,0,8,0
65,34,14,0,12,0,0,0,1,1
10,46,2,0,2,0,0,0,0,0
63,30,4,0,4,0,0,0,0,0
8,21,3,0,1,2,0,0,0,0
83,44,2,0,2,0,0,0,0,0
10,83,4,0,4,0,0,0,0,0
8,62,3,0,3,0,0,0,0,0
77,75,2,0,2,0,0,0,0,0
83,48,1,0,1,0,0,0,0,0
51,49,10,0,1,1,1,2,2,3
51,55,1,0,1,0,0,0,0,0
51,30,5,0,2,0,0,3,0,0
55,34,2,0,2,0,0,0,0,0
51,64,1,0,1,0,0,0,0,0
30,64,10,0,7,0,0,3,0,0
64,83,2,0,2,0,0,0,0,0
30,1,29,0,24,0,0,1,0,4
90,3,3,0,3,0,0,0,0,0
0,91,13,0,3,0,0,0,10,0
88,1,21,0,21,0,0,0,0,0
52,88,2,0,2,0,0,0,0,0
88,30,7,0,7,0,0,0,0,0
88,34,11,0,8,0,0,3,0,0
88,10,1,0,1,0,0,0,0,0
63,10,4,0,2,0,2,0,0,0
65,83,1,0,1,0,0,0,0,0
1,44,34,0,6,2,7,9,6,4
9,30,22,0,5,2,1,4,6,4
30,40,159,0,5,3,7,50,75,19
9,84,3,0,3,0,0,0,0,0
12,0,53,0,1,0,1,1,4,46
9,12,19,0,2,0,0,1,2,14
63,67,7,0,7,0,0,0,0,0
72,1,3,0,2,0,0,1,0,0
8,67,5,0,4,0,0,0,0,1
67,1,36,0,1,0,3,4,13,15
72,67,1,0,1,0,0,0,0,0
3,75,1,0,1,0,0,0,0,0
67,34,14,0,2,2,2,3,0,5
0,15,820,0,0,103,190,441,33,53
47,93,12,0,0,4,0,5,3,0
38,47,38,0,0,18,0,9,8,3
40,93,31,0,0,14,7,8,2,0
23,0,55,0,0,1,0,0,0,54
13,4,3,0,0,3,0,0,0,0
14,4,4,0,0,4,0,0,0,0
68,44,3,0,0,3,0,0,0,0
29,44,10,0,0,4,0,4,2,0
68,4,2,0,0,2,0,0,0,0
16,7,25,0,0,25,0,0,0,0
68,29,4,0,0,4,0,0,0,0
8,16,1,0,0,1,0,0,0,0
8,7,3,0,0,3,0,0,0,0
0,94,57,0,0,51,0,5,1,0
35,94,7,0,0,7,0,0,0,0
29,94,4,0,0,4,0,0,0,0
95,0,21,0,0,21,0,0,0,0
95,86,3,0,0,3,0,0,0,0
95,94,16,0,0,16,0,0,0,0
86,94,6,0,0,6,0,0,0,0
94,4,3,0,0,3,0,0,0,0
35,15,15,0,0,2,0,12,0,1
95,15,3,0,0,3,0,0,0,0
95,16,3,0,0,3,0,0,0,0
95,35,13,0,0,13,0,0,0,0
29,35,6,0,0,1,0,5,0,0
86,35,3,0,0,3,0,0,0,0
35,1,46,0,0,5,3,14,12,12
94,1,4,0,0,4,0,0,0,0
95,1,3,0,0,3,0,0,0,0
53,35,4,0,0,1,2,1,0,0
40,16,2,0,0,2,0,0,0,0
16,34,4,0,0,4,0,0,0,0
96,38,31,0,0,29,2,0,0,0
96,40,75,0,0,37,16,15,2,5
15,44,52,0,0,5,0,45,1,1
21,44,13,0,0,1,11,0,1,0
32,21,2,0,0,2,0,0,0,0
33,21,3,0,0,3,0,0,0,0
71,15,24,0,0,1,0,21,0,2
18,44,15,0,0,2,10,0,3,0
71,18,3,0,0,3,0,0,0,0
0,71,25,0,0,7,2,8,6,2
71,1,11,0,0,3,0,4,2,2
69,9,13,0,0,1,1,10,1,0
34,15,155,0,0,36,38,79,2,0
29,31,6,0,0,1,5,0,0,0
38,44,4,0,0,4,0,0,0,0
96,29,6,0,0,2,0,4,0,0
96,0,124,0,0,75,13,32,4,0
69,71,7,0,0,1,0,4,2,0
8,44,9,0,0,1,3,5,0,0
8,40,77,0,0,16,16,28,4,13
97,34,149,0,0,92,0,10,5,42
8,97,12,0,0,10,0,0,0,2
0,97,516,0,0,236,2,134,35,109
40,97,108,0,0,60,0,6,2,40
96,34,97,0,0,74,9,12,2,0
96,97,14,0,0,14,0,0,0,0
41,44,6,0,0,2,0,4,0,0
96,44,6,0,0,3,0,3,0,0
97,44,51,0,0,10,0,21,15,5
96,35,6,0,0,1,0,5,0,0
30,97,17,0,0,2,0,1,12,2
40,15,172,0,0,26,33,99,4,10
97,10,7,0,0,3,0,0,4,0
97,11,3,0,0,3,0,0,0,0
97,47,101,0,0,68,1,8,15,9
35,31,1,0,0,1,0,0,0,0
40,56,12,0,0,2,7,3,0,0
98,34,3,0,0,3,0,0,0,0
34,93,55,0,0,21,11,22,1,0
0,93,133,0,0,50,20,35,28,0
35,93,9,0,0,8,0,1,0,0
57,99,2,0,0,1,0,1,0,0
57,34,3,0,0,2,0,1,0,0
100,93,6,0,0,3,3,0,0,0
53,0,17,0,0,4,2,2,6,3
53,93,3,0,0,3,0,0,0,0
0,100,22,0,0,7,0,5,9,1
0,99,54,0,0,8,24,8,14,0
3,99,9,0,0,4,0,5,0,0
101,0,95,0,0,70,11,2,10,2
101,34,24,0,0,16,2,3,3,0
101,43,3,0,0,3,0,0,0,0
3,102,3,0,0,1,2,0,0,0
3,56,3,0,0,1,1,1,0,0
3,62,4,0,0,2,0,2,0,0
0,56,11,0,0,2,6,1,1,1
41,47,16,0,0,6,0,2,8,0
46,15,2,0,0,2,0,0,0,0
43,15,16,0,0,3,0,10,3,0
8,42,3,0,0,3,0,0,0,0
53,97,3,0,0,3,0,0,0,0
54,97,3,0,0,2,0,1,0,0
97,35,25,0,0,20,2,2,1,0
35,103,3,0,0,3,0,0,0,0
99,103,1,0,0,1,0,0,0,0
103,46,2,0,0,2,0,0,0,0
99,46,5,0,0,2,3,0,0,0
0,103,5,0,0,4,1,0,0,0
54,103,1,0,0,1,0,0,0,0
103,34,8,0,0,8,0,0,0,0
97,103,4,0,0,4,0,0,0,0
103,47,3,0,0,3,0,0,0,0
54,46,25,0,0,1,6,7,11,0
97,46,5,0,0,5,0,0,0,0
97,43,4,0,0,1,0,0,3,0
97,93,7,0,0,7,0,0,0,0
57,93,8,0,0,3,2,1,2,0
32,104,11,0,0,6,0,3,2,0
34,104,9,0,0,7,0,0,2,0
40,104,4,0,0,4,0,0,0,0
53,99,2,0,0,2,0,0,0,0
40,99,38,0,0,10,9,11,8,0
53,4,1,0,0,1,0,0,0,0
0,104,19,0,0,17,1,0,1,0
9,97,62,0,0,23,0,8,24,7
97,1,28,0,0,6,0,9,4,9
98,0,10,0,0,4,1,5,0,0
10,15,9,0,0,6,3,0,0,0
105,0,302,0,0,12,256,31,0,3
105,18,7,0,0,7,0,0,0,0
53,47,2,0,0,1,0,1,0,0
97,99,1,0,0,1,0,0,0,0
99,47,3,0,0,1,2,0,0,0
21,47,8,0,0,1,2,2,3,0
40,21,23,0,0,2,8,3,1,9
81,18,2,0,0,2,0,0,0,0
105,55,4,0,0,4,0,0,0,0
81,40,1,0,0,1,0,0,0,0
81,0,21,0,0,8,2,11,0,0
11,18,2,0,0,2,0,0,0,0
30,3,23,0,0,1,0,5,6,11
97,15,129,0,0,29,3,91,2,4
32,15,34,0,0,2,4,28,0,0
