Source,Target,Weight,edges_1,edges_2,edges_3,edges_4,edges_5,edges_6,edges_7
9,5,4,4,0,0,0,0,0,0
5,0,5,5,0,0,0,0,0,0
38,34,107,12,1,83,2,0,0,9
0,40,2253,131,132,333,348,507,287,515
0,38,100,2,1,49,26,6,0,16
40,35,75,15,0,7,7,39,2,5
0,35,272,41,11,25,32,115,30,18
41,42,61,6,16,12,4,9,12,2
41,0,113,10,13,33,14,19,9,15
0,43,565,49,102,96,39,87,122,70
42,0,88,7,12,21,17,21,4,6
41,34,76,5,19,22,8,7,8,7
42,43,111,20,8,16,27,16,6,18
42,38,3,3,0,0,0,0,0,0
43,38,6,3,0,3,0,0,0,0
0,44,426,4,23,49,96,128,66,60
10,34,59,7,10,14,6,11,11,0
45,34,8,1,2,0,2,3,0,0
45,46,2,1,0,0,0,0,1,0
35,34,72,14,5,11,10,27,2,3
0,31,109,2,23,29,29,21,3,2
10,25,5,5,0,0,0,0,0,0
31,25,1,1,0,0,0,0,0,0
0,47,780,73,43,98,116,175,189,86
9,44,31,1,3,1,2,14,6,4
9,31,18,1,0,9,2,6,0,0
43,47,86,7,7,9,7,13,36,7
48,25,1,1,0,0,0,0,0,0
40,10,35,3,2,13,5,1,9,2
25,46,3,3,0,0,0,0,0,0
0,29,78,4,4,13,19,32,1,5
3,29,7,4,0,0,0,1,0,2
51,47,8,2,1,0,2,0,0,3
51,0,36,8,1,3,4,10,5,5
41,47,4,2,0,0,0,0,2,0
41,43,100,16,13,12,27,9,12,11
47,4,2,2,0,0,0,0,0,0
40,47,125,19,5,33,18,6,35,9
0,46,69,9,2,4,13,24,13,4
40,46,23,2,1,3,6,9,1,1
35,46,13,1,1,3,0,5,2,1
46,47,7,1,0,2,0,2,2,0
34,47,141,25,24,22,25,16,21,8
32,3,8,2,0,0,0,0,0,6
52,3,44,5,2,3,8,13,13,0
3,44,12,1,2,0,1,0,2,6
34,44,158,8,19,20,32,41,10,28
3,48,1,1,0,0,0,0,0,0
52,48,1,1,0,0,0,0,0,0
37,3,15,4,0,0,10,0,0,1
3,47,31,11,1,0,7,1,9,2
2,43,1,1,0,0,0,0,0,0
43,34,181,28,23,29,33,12,34,22
53,34,5,2,0,1,0,2,0,0
54,0,66,4,5,0,6,22,21,8
3,43,60,11,5,22,13,9,0,0
43,35,21,10,1,1,0,9,0,0
43,10,13,2,0,0,1,2,8,0
0,55,10,2,1,4,0,3,0,0
55,35,3,3,0,0,0,0,0,0
43,56,16,2,0,1,3,0,10,0
42,10,5,1,2,0,0,2,0,0
51,18,7,7,0,0,0,0,0,0
51,10,13,5,0,3,0,2,0,3
10,18,9,6,1,2,0,0,0,0
0,18,93,25,15,38,6,2,4,3
10,47,35,4,9,5,5,5,2,5
18,34,20,4,2,5,2,6,0,1
33,43,11,1,3,2,3,2,0,0
40,34,1499,82,103,211,235,294,223,351
54,35,11,2,2,0,0,7,0,0
54,34,28,5,1,1,3,4,7,7
0,48,20,7,6,0,3,4,0,0
48,34,6,2,4,0,0,0,0,0
11,35,5,1,0,0,0,2,2,0
40,25,3,3,0,0,0,0,0,0
8,35,6,3,0,3,0,0,0,0
43,44,57,1,23,8,13,5,5,2
51,34,11,5,1,1,0,1,3,0
51,43,1,1,0,0,0,0,0,0
51,35,2,1,0,0,0,0,1,0
51,46,2,2,0,0,0,0,0,0
51,40,11,2,1,4,2,2,0,0
0,57,5,3,0,0,0,2,0,0
8,31,3,1,0,0,0,0,0,2
8,34,57,2,6,14,11,21,3,0
31,47,5,1,0,4,0,0,0,0
25,47,12,12,0,0,0,0,0,0
9,40,152,4,4,19,22,41,23,39
54,38,2,2,0,0,0,0,0,0
33,18,12,2,5,5,0,0,0,0
36,44,9,2,1,1,0,5,0,0
33,58,1,1,0,0,0,0,0,0
3,40,239,30,12,50,42,75,19,11
54,3,5,1,1,0,2,1,0,0
0,36,34,1,3,2,14,8,1,5
3,46,2,1,0,0,1,0,0,0
3,35,7,6,0,0,0,1,0,0
37,44,7,1,0,0,6,0,0,0
5,40,6,6,0,0,0,0,0,0
5,3,1,1,0,0,0,0,0,0
5,34,6,6,0,0,0,0,0,0
32,44,64,1,2,1,17,18,17,8
33,44,67,2,3,0,11,28,12,11
32,31,28,2,8,4,8,1,0,5
51,31,1,1,0,0,0,0,0,0
33,31,26,2,9,5,7,0,0,3
8,47,14,1,0,4,2,4,3,0
48,47,3,1,0,0,2,0,0,0
9,35,17,2,0,0,5,10,0,0
9,32,20,1,0,0,10,6,0,3
9,47,174,9,0,18,29,11,57,50
33,47,6,1,0,0,0,3,0,2
33,40,44,1,0,0,10,25,2,6
35,44,2,1,0,1,0,0,0,0
42,47,7,1,1,2,0,0,3,0
40,57,1,1,0,0,0,0,0,0
3,25,2,2,0,0,0,0,0,0
25,34,2,1,0,0,0,0,1,0
29,34,25,1,7,3,11,3,0,0
40,43,129,7,16,8,31,23,23,21
3,6,4,3,0,1,0,0,0,0
0,6,7,7,0,0,0,0,0,0
43,6,1,1,0,0,0,0,0,0
9,43,70,1,15,1,8,3,41,1
37,34,9,2,0,0,2,0,5,0
6,34,2,2,0,0,0,0,0,0
37,29,2,2,0,0,0,0,0,0
40,6,5,5,0,0,0,0,0,0
11,43,1,1,0,0,0,0,0,0
0,11,48,2,11,19,7,3,6,0
11,34,16,1,4,7,1,1,2,0
37,0,23,3,0,0,14,0,3,3
52,43,3,3,0,0,0,0,0,0
37,40,5,2,0,0,3,0,0,0
10,6,1,1,0,0,0,0,0,0
52,0,54,5,22,1,9,5,5,7
0,59,6,4,0,0,0,2,0,0
3,59,7,7,0,0,0,0,0,0
40,59,3,3,0,0,0,0,0,0
60,59,5,5,0,0,0,0,0,0
52,40,11,2,0,2,0,5,1,1
61,0,20,8,0,0,0,12,0,0
60,61,6,4,0,0,0,2,0,0
61,59,1,1,0,0,0,0,0,0
61,3,14,3,0,0,0,11,0,0
47,1,94,6,1,0,4,19,30,34
61,1,4,4,0,0,0,0,0,0
60,1,1,1,0,0,0,0,0,0
60,40,1,1,0,0,0,0,0,0
60,9,3,3,0,0,0,0,0,0
4,1,10,2,0,0,4,4,0,0
36,34,5,1,0,0,2,2,0,0
9,29,5,2,0,0,2,0,1,0
0,49,25,1,0,0,6,6,5,7
51,49,6,1,1,1,0,0,2,1
29,47,2,2,0,0,0,0,0,0
25,1,9,7,0,0,0,2,0,0
9,25,2,2,0,0,0,0,0,0
0,62,14,1,1,7,3,0,2,0
21,35,2,1,0,0,0,0,1,0
30,44,44,1,15,2,1,1,15,9
40,4,10,1,0,2,0,3,0,4
63,0,268,0,97,0,97,30,27,17
65,22,1,0,1,0,0,0,0,0
22,63,2,0,2,0,0,0,0,0
22,0,13,0,3,2,3,3,2,0
29,4,13,0,2,7,0,0,4,0
66,7,4,0,4,0,0,0,0,0
2,66,3,0,3,0,0,0,0,0
66,4,6,0,6,0,0,0,0,0
29,40,19,0,2,3,6,8,0,0
2,40,2,0,2,0,0,0,0,0
63,40,29,0,6,0,11,6,4,2
63,34,24,0,13,0,5,0,2,4
63,1,8,0,8,0,0,0,0,0
63,9,27,0,12,0,14,1,0,0
0,66,1,0,1,0,0,0,0,0
8,63,2,0,2,0,0,0,0,0
63,4,4,0,3,0,1,0,0,0
63,7,5,0,3,0,2,0,0,0
32,4,6,0,6,0,0,0,0,0
32,7,3,0,3,0,0,0,0,0
32,29,3,0,2,0,1,0,0,0
34,4,20,0,4,7,5,4,0,0
33,7,2,0,2,0,0,0,0,0
33,29,2,0,2,0,0,0,0,0
67,34,13,0,8,0,2,0,0,3
32,1,4,0,1,0,0,3,0,0
43,1,31,0,2,3,2,0,8,16
63,43,22,0,9,0,6,0,5,2
19,32,11,0,3,0,2,1,0,5
31,44,35,0,4,4,15,7,5,0
69,0,23,0,1,2,4,9,1,6
30,34,139,0,34,5,14,35,42,9
30,0,268,0,42,5,9,90,81,41
64,44,5,0,3,0,0,2,0,0
0,64,105,0,101,0,0,4,0,0
71,44,26,0,6,2,2,16,0,0
69,71,5,0,1,0,1,1,2,0
33,64,2,0,2,0,0,0,0,0
68,0,5,0,1,4,0,0,0,0
68,34,4,0,3,1,0,0,0,0
68,31,2,0,2,0,0,0,0,0
40,31,31,0,2,13,9,3,0,4
19,33,7,0,2,0,1,1,1,2
19,44,72,0,1,1,42,7,18,3
33,30,33,0,9,0,5,10,2,7
69,44,48,0,5,3,14,18,2,6
73,43,26,0,14,0,0,0,12,0
72,0,10,0,2,0,1,5,0,2
73,0,26,0,2,0,0,0,23,1
63,3,2,0,2,0,0,0,0,0
71,34,2,0,1,0,0,1,0,0
73,34,4,0,1,0,0,0,3,0
73,40,11,0,2,0,0,0,9,0
67,44,11,0,4,0,2,5,0,0
69,67,1,0,1,0,0,0,0,0
40,44,94,0,4,4,41,27,6,12
40,71,1,0,1,0,0,0,0,0
32,30,45,0,3,1,2,26,7,6
74,36,4,0,1,0,1,2,0,0
64,34,45,0,42,0,0,3,0,0
64,43,14,0,14,0,0,0,0,0
32,40,105,0,3,12,29,37,17,7
67,43,22,0,6,0,3,3,1,9
30,64,5,0,5,0,0,0,0,0
30,43,14,0,4,0,0,0,5,5
69,32,3,0,2,0,0,0,0,1
69,43,3,0,1,0,0,2,0,0
7,34,10,0,2,2,5,1,0,0
10,44,12,0,3,1,4,4,0,0
64,35,8,0,5,0,0,3,0,0
68,40,3,0,2,1,0,0,0,0
68,35,1,0,1,0,0,0,0,0
64,49,5,0,5,0,0,0,0,0
64,7,1,0,1,0,0,0,0,0
0,75,17,0,16,0,0,1,0,0
75,64,3,0,3,0,0,0,0,0
40,64,21,0,16,0,2,3,0,0
76,0,16,0,7,1,5,2,0,1
77,41,1,0,1,0,0,0,0,0
77,76,3,0,2,0,0,1,0,0
78,0,4,0,1,0,1,1,1,0
76,34,6,0,1,0,0,5,0,0
64,20,2,0,2,0,0,0,0,0
79,34,1,0,1,0,0,0,0,0
64,46,4,0,4,0,0,0,0,0
53,64,2,0,2,0,0,0,0,0
53,40,2,0,2,0,0,0,0,0
54,64,1,0,1,0,0,0,0,0
76,64,1,0,1,0,0,0,0,0
77,0,24,0,15,1,8,0,0,0
77,29,2,0,2,0,0,0,0,0
77,64,3,0,3,0,0,0,0,0
77,33,1,0,1,0,0,0,0,0
32,18,11,0,2,7,2,0,0,0
8,32,11,0,1,0,4,6,0,0
77,32,3,0,3,0,0,0,0,0
77,18,1,0,1,0,0,0,0,0
32,67,1,0,1,0,0,0,0,0
32,43,7,0,3,1,0,3,0,0
81,43,8,0,3,0,0,5,0,0
77,40,2,0,2,0,0,0,0,0
77,34,5,0,5,0,0,0,0,0
3,64,6,0,6,0,0,0,0,0
52,64,2,0,2,0,0,0,0,0
0,45,25,0,7,0,3,7,1,7
40,83,15,0,14,0,0,0,1,0
0,83,41,0,33,0,6,0,2,0
83,34,17,0,13,0,0,0,4,0
45,82,6,0,6,0,0,0,0,0
0,82,4,0,4,0,0,0,0,0
82,34,4,0,4,0,0,0,0,0
40,82,5,0,5,0,0,0,0,0
9,64,13,0,13,0,0,0,0,0
64,47,20,0,20,0,0,0,0,0
64,48,2,0,2,0,0,0,0,0
40,48,5,0,3,0,0,2,0,0
9,48,4,0,2,1,1,0,0,0
9,49,3,0,1,0,0,0,2,0
30,48,1,0,1,0,0,0,0,0
30,40,85,0,2,3,8,25,42,5
50,40,2,0,2,0,0,0,0,0
50,35,1,0,1,0,0,0,0,0
50,0,12,0,5,0,2,5,0,0
53,9,1,0,1,0,0,0,0,0
50,9,2,0,2,0,0,0,0,0
34,84,1,0,1,0,0,0,0,0
0,84,4,0,4,0,0,0,0,0
40,84,3,0,3,0,0,0,0,0
41,40,35,0,14,6,2,3,5,5
43,18,3,0,1,0,0,2,0,0
55,18,4,0,3,1,0,0,0,0
33,55,5,0,1,2,0,2,0,0
74,0,23,0,3,1,8,10,0,1
64,11,3,0,3,0,0,0,0,0
40,11,12,0,7,3,0,1,1,0
63,21,2,0,2,0,0,0,0,0
9,11,16,0,7,6,3,0,0,0
77,9,2,0,2,0,0,0,0,0
77,10,4,0,4,0,0,0,0,0
83,31,2,0,1,0,1,0,0,0
77,51,3,0,3,0,0,0,0,0
40,67,8,0,2,0,0,1,0,5
76,30,1,0,1,0,0,0,0,0
76,32,2,0,2,0,0,0,0,0
76,33,3,0,3,0,0,0,0,0
53,46,4,0,1,2,1,0,0,0
75,35,1,0,1,0,0,0,0,0
34,46,34,0,1,3,8,20,0,2
85,46,2,0,2,0,0,0,0,0
40,85,7,0,3,0,0,4,0,0
0,85,2,0,1,0,0,1,0,0
35,47,22,0,3,12,1,4,2,0
8,64,4,0,4,0,0,0,0,0
75,47,1,0,1,0,0,0,0,0
86,0,38,0,13,2,2,5,16,0
86,1,1,0,1,0,0,0,0,0
86,4,1,0,1,0,0,0,0,0
86,7,2,0,2,0,0,0,0,0
86,75,1,0,1,0,0,0,0,0
0,87,7,0,2,0,0,3,2,0
75,45,4,0,4,0,0,0,0,0
10,45,3,0,3,0,0,0,0,0
86,45,1,0,1,0,0,0,0,0
88,0,38,0,24,0,3,6,5,0
75,84,2,0,2,0,0,0,0,0
42,34,49,0,10,16,9,3,6,5
74,30,9,0,2,0,3,1,3,0
19,74,4,0,2,0,2,0,0,0
40,38,19,0,1,14,2,0,0,2
41,10,2,0,1,0,0,1,0,0
42,40,19,0,5,2,7,2,0,3
85,34,4,0,4,0,0,0,0,0
41,85,4,0,2,0,0,2,0,0
43,31,3,0,3,0,0,0,0,0
40,1,72,0,5,2,3,23,2,37
8,1,5,0,2,0,0,0,1,2
75,11,2,0,2,0,0,0,0,0
89,45,2,0,2,0,0,0,0,0
41,1,7,0,3,0,0,0,0,4
51,1,4,0,2,0,0,0,0,2
88,1,4,0,4,0,0,0,0,0
90,1,6,0,2,0,0,0,4,0
90,91,1,0,1,0,0,0,0,0
91,1,16,0,3,0,0,0,9,4
54,46,25,0,1,1,7,8,8,0
36,31,1,0,1,0,0,0,0,0
22,9,17,0,6,0,7,4,0,0
22,3,1,0,1,0,0,0,0,0
3,67,4,0,3,1,0,0,0,0
9,67,8,0,7,0,0,1,0,0
9,52,5,0,2,0,3,0,0,0
8,43,5,0,2,2,0,0,1,0
52,34,15,0,13,0,0,0,2,0
65,52,3,0,3,0,0,0,0,0
54,43,3,0,3,0,0,0,0,0
86,34,10,0,1,0,0,1,8,0
74,34,9,0,3,0,0,6,0,0
92,0,90,0,1,0,88,0,1,0
65,0,26,0,14,0,0,0,8,4
65,3,21,0,8,0,0,0,13,0
65,34,3,0,2,0,0,0,0,1
65,35,2,0,2,0,0,0,0,0
18,49,2,0,2,0,0,0,0,0
8,21,3,0,1,2,0,0,0,0
40,62,7,0,2,1,2,1,1,0
62,34,3,0,2,0,0,0,1,0
8,10,3,0,1,0,0,2,0,0
77,75,1,0,1,0,0,0,0,0
83,48,1,0,1,0,0,0,0,0
47,49,4,0,1,0,0,0,0,3
51,55,2,0,1,1,0,0,0,0
30,55,1,0,1,0,0,0,0,0
64,10,1,0,1,0,0,0,0,0
64,83,2,0,2,0,0,0,0,0
30,1,10,0,7,0,0,1,0,2
90,9,5,0,4,0,0,0,1,0
84,1,1,0,1,0,0,0,0,0
9,88,22,0,4,0,4,10,1,3
52,30,2,0,2,0,0,0,0,0
88,30,2,0,2,0,0,0,0,0
30,83,1,0,1,0,0,0,0,0
88,34,3,0,1,0,0,2,0,0
63,10,5,0,2,0,3,0,0,0
88,10,2,0,1,0,0,1,0,0
1,44,13,0,1,0,1,6,3,2
9,30,23,0,2,1,4,3,8,5
9,84,3,0,3,0,0,0,0,0
63,67,4,0,4,0,0,0,0,0
67,1,22,0,3,0,3,3,5,8
0,67,38,0,3,0,7,12,3,13
72,67,3,0,1,0,0,2,0,0
0,16,23,0,0,23,0,0,0,0
47,93,7,0,0,6,0,0,1,0
38,93,2,0,0,2,0,0,0,0
38,1,22,0,0,5,14,2,0,1
23,0,19,0,0,1,0,0,0,18
68,44,3,0,0,3,0,0,0,0
68,29,4,0,0,4,0,0,0,0
50,34,6,0,0,1,2,3,0,0
8,7,2,0,0,2,0,0,0,0
0,94,40,0,0,34,0,4,2,0
35,94,8,0,0,8,0,0,0,0
29,94,7,0,0,7,0,0,0,0
95,94,8,0,0,8,0,0,0,0
95,86,3,0,0,3,0,0,0,0
95,0,9,0,0,9,0,0,0,0
94,4,3,0,0,3,0,0,0,0
35,15,6,0,0,2,0,4,0,0
0,15,465,0,0,55,105,258,15,32
94,1,6,0,0,6,0,0,0,0
95,1,5,0,0,5,0,0,0,0
95,35,7,0,0,7,0,0,0,0
86,35,3,0,0,3,0,0,0,0
53,0,4,0,0,2,0,0,2,0
40,16,2,0,0,2,0,0,0,0
96,38,18,0,0,16,2,0,0,0
96,34,70,0,0,59,2,6,1,2
21,44,9,0,0,1,7,0,1,0
71,15,10,0,0,1,0,9,0,0
18,44,6,0,0,2,2,0,2,0
71,18,3,0,0,3,0,0,0,0
0,71,16,0,0,3,2,7,3,1
15,44,48,0,0,3,1,43,0,1
29,31,1,0,0,1,0,0,0,0
38,44,3,0,0,3,0,0,0,0
96,29,5,0,0,2,1,2,0,0
15,1,37,0,0,4,6,22,1,4
8,44,6,0,0,1,2,1,1,1
40,97,56,0,0,36,0,1,7,12
8,97,5,0,0,3,0,0,0,2
97,34,87,0,0,55,2,11,3,16
32,10,4,0,0,1,0,3,0,0
96,40,42,0,0,25,7,5,2,3
96,97,1,0,0,1,0,0,0,0
97,43,9,0,0,4,0,5,0,0
0,97,286,0,0,131,3,80,14,58
96,35,1,0,0,1,0,0,0,0
97,35,15,0,0,13,0,1,1,0
40,15,87,0,0,21,19,43,2,2
97,15,73,0,0,25,2,42,0,4
8,30,5,0,0,1,0,3,1,0
8,40,47,0,0,15,8,15,6,3
97,44,18,0,0,1,0,8,6,3
97,47,65,0,0,37,0,12,12,4
9,97,29,0,0,9,2,3,10,5
0,56,13,0,0,7,2,1,2,1
98,34,3,0,0,3,0,0,0,0
0,93,70,0,0,28,10,15,17,0
35,93,3,0,0,2,0,1,0,0
57,99,2,0,0,1,0,1,0,0
57,34,2,0,0,2,0,0,0,0
100,93,3,0,0,1,2,0,0,0
34,93,27,0,0,11,8,7,1,0
40,93,16,0,0,8,4,4,0,0
53,100,2,0,0,1,1,0,0,0
0,99,40,0,0,3,25,6,5,1
101,0,42,0,0,32,4,3,3,0
101,40,23,0,0,21,2,0,0,0
101,43,4,0,0,4,0,0,0,0
3,102,1,0,0,1,0,0,0,0
43,102,8,0,0,1,2,4,1,0
3,11,2,0,0,1,0,0,1,0
47,44,18,0,0,6,0,7,3,2
34,15,69,0,0,17,18,34,0,0
43,46,2,0,0,1,1,0,0,0
42,35,3,0,0,1,0,2,0,0
54,53,1,0,0,1,0,0,0,0
53,97,3,0,0,3,0,0,0,0
103,47,4,0,0,4,0,0,0,0
99,103,1,0,0,1,0,0,0,0
99,46,5,0,0,2,3,0,0,0
0,103,3,0,0,3,0,0,0,0
54,103,1,0,0,1,0,0,0,0
103,34,3,0,0,3,0,0,0,0
97,103,4,0,0,4,0,0,0,0
100,57,5,0,0,1,2,1,1,0
57,93,2,0,0,2,0,0,0,0
80,18,4,0,0,4,0,0,0,0
0,104,10,0,0,8,0,1,1,0
49,44,3,0,0,1,0,0,2,0
10,35,10,0,0,2,1,2,5,0
97,1,17,0,0,6,0,4,0,7
97,10,9,0,0,3,0,0,6,0
9,15,71,0,0,9,10,41,6,5
9,51,5,0,0,4,0,0,0,1
98,0,9,0,0,5,1,3,0,0
105,18,8,0,0,8,0,0,0,0
21,47,5,0,0,1,2,2,0,0
105,0,174,0,0,6,154,11,0,3
96,0,53,0,0,35,7,9,1,1
81,18,2,0,0,2,0,0,0,0
81,40,1,0,0,1,0,0,0,0
32,15,9,0,0,2,3,4,0,0
34,104,3,0,0,3,0,0,0,0
106,34,3,0,0,1,2,0,0,0
0,106,3,0,0,1,0,0,2,0
3,107,1,0,0,1,0,0,0,0
10,107,6,0,0,5,0,0,1,0
106,10,1,0,0,1,0,0,0,0
107,1,1,0,0,1,0,0,0,0
51,106,1,0,0,1,0,0,0,0
13,1,10,0,0,5,0,0,1,4
14,1,6,0,0,2,2,0,2,0
3,106,1,0,0,1,0,0,0,0
0,107,2,0,0,1,0,0,1,0
13,38,5,0,0,4,0,1,0,0
10,38,1,0,0,1,0,0,0,0
20,38,2,0,0,2,0,0,0,0
22,18,1,0,0,1,0,0,0,0
101,34,3,0,0,3,0,0,0,0
101,8,5,0,0,5,0,0,0,0
101,3,38,0,0,32,0,2,4,0
9,93,12,0,0,3,0,4,5,0
10,93,8,0,0,4,0,3,1,0
55,10,1,0,0,1,0,0,0,0
55,34,4,0,0,4,0,0,0,0
10,15,4,0,0,3,0,1,0,0
14,97,12,0,0,3,0,1,0,8
98,35,1,0,0,1,0,0,0,0
32,42,2,0,0,1,1,0,0,0
108,18,1,0,0,1,0,0,0,0
0,80,24,0,0,4,0,2,18,0
108,80,1,0,0,1,0,0,0,0
108,0,104,0,0,8,23,60,8,5
108,8,5,0,0,1,0,4,0,0
33,42,2,0,0,2,0,0,0,0
98,10,1,0,0,1,0,0,0,0
29,35,1,0,0,1,0,0,0,0
3,38,6,0,0,6,0,0,0,0
40,104,4,0,0,2,0,2,0,0
38,47,15,0,0,7,0,4,4,0
47,104,3,0,0,3,0,0,0,0
97,104,1,0,0,1,0,0,0,0
42,3,3,0,0,2,0,1,0,0
99,93,8,0,0,5,0,3,0,0
40,99,10,0,0,1,3,5,1,0
32,80,9,0,0,5,0,4,0,0
33,80,8,0,0,4,0,4,0,0
80,34,13,0,0,4,0,2,7,0
35,18,1,0,0,1,0,0,0,0
36,18,2,0,0,2,0,0,0,0
32,55,4,0,0,1,0,3,0,0
81,32,8,0,0,4,0,4,0,0
81,36,2,0,0,2,0,0,0,0
36,55,1,0,0,1,0,0,0,0
36,43,3,0,0,3,0,0,0,0
80,109,6,0,0,2,0,4,0,0
55,109,5,0,0,1,0,4,0,0
110,0,3,0,0,3,0,0,0,0
110,36,1,0,0,1,0,0,0,0
36,10,2,0,0,2,0,0,0,0
110,33,3,0,0,3,0,0,0,0
110,18,2,0,0,2,0,0,0,0
110,32,1,0,0,1,0,0,0,0
110,43,1,0,0,1,0,0,0,0
101,31,1,0,0,1,0,0,0,0
101,93,1,0,0,1,0,0,0,0
101,67,2,0,0,1,1,0,0,0
67,111,1,0,0,1,0,0,0,0
111,43,1,0,0,1,0,0,0,0
38,15,20,0,0,11,0,7,0,2
97,38,34,0,0,33,0,1,0,0
38,112,3,0,0,3,0,0,0,0
14,38,20,0,0,9,0,11,0,0
14,15,23,0,0,3,0,11,3,6
14,47,26,0,0,1,0,10,2,13
11,47,1,0,0,1,0,0,0,0
15,47,57,0,0,3,12,40,2,0
0,112,13,0,0,4,0,4,3,2
112,34,3,0,0,1,0,2,0,0
112,15,3,0,0,3,0,0,0,0
97,112,12,0,0,5,0,2,0,5
112,1,2,0,0,2,0,0,0,0
22,47,2,0,0,2,0,0,0,0
22,11,2,0,0,2,0,0,0,0
11,15,3,0,0,2,1,0,0,0
9,38,17,0,0,12,2,0,0,3
9,62,3,0,0,1,0,0,2,0
51,15,5,0,0,5,0,0,0,0
101,15,13,0,0,6,4,1,2,0
9,111,2,0,0,2,0,0,0,0
0,111,5,0,0,5,0,0,0,0
3,111,3,0,0,3,0,0,0,0
101,111,3,0,0,3,0,0,0,0
40,111,4,0,0,2,0,2,0,0
111,15,1,0,0,1,0,0,0,0
101,38,1,0,0,1,0,0,0,0
101,51,1,0,0,1,0,0,0,0
11,62,1,0,0,1,0,0,0,0
20,47,1,0,0,1,0,0,0,0
9,112,4,0,0,1,0,0,2,1
31,15,2,0,0,1,1,0,0,0
4,44,27,0,0,1,19,3,0,4
114,92,24,0,0,0,24,0,0,0
114,21,3,0,0,0,3,0,0,0
113,116,5,0,0,0,5,0,0,0
92,117,1,0,0,0,1,0,0,0
118,78,9,0,0,0,9,0,0,0
78,1,7,0,0,0,7,0,0,0
8,78,1,0,0,0,1,0,0,0
78,38,4,0,0,0,4,0,0,0
119,38,4,0,0,0,4,0,0,0
7,1,7,0,0,0,3,4,0,0
15,4,5,0,0,0,2,1,2,0
68,3,2,0,0,0,2,0,0,0
7,44,16,0,0,0,14,2,0,0
2,44,12,0,0,0,12,0,0,0
19,52,2,0,0,0,2,0,0,0
72,32,2,0,0,0,2,0,0,0
72,33,3,0,0,0,3,0,0,0
72,71,1,0,0,0,1,0,0,0
68,122,1,0,0,0,1,0,0,0
0,122,30,0,0,0,14,12,1,3
